,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,51,16corr,3.0,16.0,cevecepre,lf,corr,16,s,2.0025401999992027
1,51,7hfUsTe,,,rabegento,,uste,7,s,1.5132567000000563
2,51,15rec,3.0,33.0,cridolinna,,rec,15,s,1.8207072999994125
3,51,18rec,3.0,36.0,pobedepre,,rec,18,l,1.520732599999974
4,51,11corr,3.0,11.0,mernidista,sf,corr,11,l,1.244811499998832
5,51,35lfUsTe,,,viluciaba,,uste,35,s,1.4240842999988672
6,51,26hfUsTe,,,zicavenso,,uste,26,s,1.5989386000001105
7,51,15corr,3.0,15.0,cridolosto,hf,corr,15,l,1.104125899999417
8,51,5lfUsTe,,,rabegespa,,uste,5,l,1.5659807000010915
9,51,17corr,3.0,17.0,vugipismo,sf,corr,17,l,1.1847993999999744
10,51,8rec,3.0,26.0,vicrazento,,rec,8,s,1.5808913999990182
11,51,39suffUsTe,,,sacupiere,,uste,39,s,1.5952722000001813
12,51,12rec,3.0,30.0,pubbanasio,,rec,12,l,1.8364582000012888
13,51,28lf,,,cridoleffo,,tsue,28,s,2.1614057999995566
14,51,34lf,,,dorguvebo,,tsue,34,s,1.5512440000002243
15,51,2suffUsTe,,,pecupizia,,uste,2,s,1.7923133999993297
16,51,16rec,3.0,34.0,cevecismo,,rec,16,l,1.3431266999996296
17,51,34hf,,,dorguvoppo,,tsue,34,s,1.5520040999999765
18,51,4rec,3.0,22.0,ceburizia,,rec,4,s,1.3872682000001078
19,51,9suff,,,ceburico,,tsue,9,s,1.228087699999378
20,51,6rec,3.0,24.0,tobufolmo,,rec,6,s,2.621492500000386
21,51,7rec,3.0,25.0,clivuniere,,rec,7,l,1.2014795999984926
22,51,18corr,3.0,18.0,pobedogno,hf,corr,18,l,1.1338072999988071
23,51,48suffUsTe,,,pitucista,,uste,48,s,1.19991680000021
24,51,1corr,3.0,1.0,rugobespa,lf,corr,1,l,1.0692128000009689
25,51,8corr,3.0,8.0,vicraziere,sf,corr,8,l,0.7659972999990714
26,51,2corr,3.0,2.0,zudulenza,sf,corr,2,l,0.9917324000016379
27,51,13suffUsTe,,,fodavenza,,uste,13,s,0.9567600999998831
28,51,3corr,3.0,3.0,mudegondo,hf,corr,3,l,1.2772206999998161
29,51,37hfUsTe,,,sacupondo,,uste,37,s,1.324578499999916
30,51,9hf,,,ceburempo,,tsue,9,s,1.181082900000547
31,51,9rec,3.0,27.0,cettobiaba,,rec,9,s,1.630299800001012
32,51,6corr,3.0,6.0,tobufenso,hf,corr,6,l,0.9559437000007165
33,51,12corr,3.0,12.0,pubbanallo,hf,corr,12,l,0.8436047000013787
34,51,2rec,3.0,20.0,zudulondo,,rec,2,l,1.7549770999994507
35,51,10corr,3.0,10.0,cribotasio,lf,corr,10,l,1.2605561000000307
36,51,11rec,3.0,29.0,mernidallo,,rec,11,s,2.2410459000002447
37,51,42lfUsTe,,,zupelolmo,,uste,42,s,1.2608120999993844
38,51,3rec,3.0,21.0,mudegespa,,rec,3,s,1.4582181999994646
39,51,7corr,3.0,7.0,"clivuniaba,",lf,corr,7,s,1.8060355999987223
40,51,9lf,,,ceburirpe,,tsue,9,s,1.070952700001726
41,51,5rec,3.0,23.0,vutuvenso,,rec,5,l,1.0238926999991236
42,51,10rec,3.0,28.0,cribotista,,rec,10,l,1.424775999999838
43,51,13rec,3.0,31.0,dorguvario,,rec,13,s,1.1183053000004293
44,51,34suff,,,dorguviera,,tsue,34,s,1.4863390999998956
45,51,1rec,3.0,19.0,rugobenza,,rec,1,s,1.5982021999989229
46,51,20lfUsTe,,,rogipasio,,uste,20,s,1.5509259000009479
47,51,7hf,,,zudulome,,tsue,7,s,1.409070800000336
48,51,7suff,,,zudulorio,,tsue,7,s,0.9097829999991518
49,51,28suff,,,cridoloso,,tsue,28,l,1.1181828000007954
50,51,13corr,3.0,13.0,dorguvinna,lf,corr,13,s,2.238136100000702
51,51,14rec,3.0,32.0,slibadosto,,rec,14,s,1.488106400000106
52,51,17rec,3.0,35.0,vugipogno,,rec,17,s,1.9200249999994412
53,51,14corr,3.0,14.0,slibadario,sf,corr,14,l,1.840325399998619
54,51,28hf,,,cridolusto,,tsue,28,s,1.614818899999591
55,51,4corr,3.0,4.0,ceburolmo,lf,corr,4,l,1.7551447999994707
56,51,5corr,3.0,5.0,vutuvizia,sf,corr,5,l,1.0348713000003045
57,51,7lf,,,zudulerpe,,tsue,7,s,1.4226249000003008
58,51,36hfUsTe,,,vilucallo,,uste,36,s,1.1505913000000874
59,51,9corr,3.0,9.0,cettobento,hf,corr,9,l,1.8995678999999654
