,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,31,1corr,1.0,1.0,rugobenza,sf,corr,1,s,4.369639100001223
1,31,13rec,1.0,31.0,dorguvosto,,rec,13,s,1.4102798999992956
2,31,8corr,1.0,8.0,vicrazento,hf,corr,8,s,1.935205000001588
3,31,38suffUsTe,,,sacupizia,,uste,38,s,0.8106207000000722
4,31,8rec,1.0,26.0,vicraziaba,,rec,8,s,2.1568843000004563
5,31,10corr,1.0,10.0,cribotista,sf,corr,10,l,2.268660900001123
6,31,11hf,,,ceburome,,tsue,11,s,0.98780909999914
7,31,3corr,1.0,3.0,mudegespa,lf,corr,3,l,0.8950327999991714
8,31,9corr,1.0,9.0,cettobiaba,lf,corr,9,l,0.7820988000003126
9,31,8lfUsTe,,,rabegasio,,uste,8,s,1.9703802000003634
10,31,17rec,1.0,35.0,vugipepre,,rec,17,s,1.2605442999993102
11,31,15corr,1.0,15.0,cridolinna,lf,corr,15,s,1.2658184000010806
12,31,9lf,,,ceburirpe,,tsue,9,s,1.4072221999995236
13,31,36suffUsTe,,,vilucista,,uste,36,s,1.498154799999611
14,31,7hfUsTe,,,rabegento,,uste,7,s,1.5331728000001021
15,31,42hfUsTe,,,zupelenso,,uste,42,s,1.3893165999998018
16,31,24hf,,,tobufusto,,tsue,24,l,1.9658356999989337
17,31,4corr,1.0,4.0,ceburizia,sf,corr,4,s,2.7984657999986666
18,31,24lf,,,tobufeffo,,tsue,24,s,0.7979970000014873
19,31,10lfUsTe,,,gabivolmo,,uste,10,s,1.3573919000009482
20,31,5suffUsTe,,,rabegenza,,uste,5,s,1.2111234000003606
21,31,11rec,1.0,29.0,mernidasio,,rec,11,l,1.6484676000000036
22,31,16rec,1.0,34.0,cevecogno,,rec,16,s,2.4644998000003397
23,31,9rec,1.0,27.0,cettobiere,,rec,9,s,1.8701254999996308
24,31,14corr,1.0,14.0,slibadosto,hf,corr,14,l,3.583858699999837
25,31,6corr,1.0,6.0,tobufolmo,lf,corr,6,l,1.2454099999995378
26,31,3suffUsTe,,,pecupiere,,uste,3,s,2.065698999998858
27,31,2corr,1.0,2.0,zudulondo,hf,corr,2,l,1.5532176999986405
28,31,40hfUsTe,,,sacupallo,,uste,40,s,2.0754242000002705
29,31,11corr,1.0,11.0,mernidallo,hf,corr,11,l,2.5892840000014985
30,31,7corr,1.0,7.0,clivuniere,sf,corr,7,s,1.9022927000005438
31,31,12rec,1.0,30.0,pubbanista,,rec,12,s,0.9409722000000329
32,31,1lfUsTe,,,pecupespa,,uste,1,s,1.586705300000176
33,31,13corr,1.0,13.0,dorguvario,sf,corr,13,l,1.8078882999998314
34,31,12corr,1.0,12.0,pubbanasio,lf,corr,12,l,3.92080309999983
35,31,2rec,1.0,20.0,zudulespa,,rec,2,s,1.3068083000016486
36,31,9suff,,,ceburico,,tsue,9,s,1.2475405000004685
37,31,24suff,,,tobufoso,,tsue,24,s,1.4196386999992683
38,31,5rec,1.0,23.0,vutuvolmo,,rec,5,s,0.7856143999997585
39,31,18rec,1.0,36.0,pobedismo,,rec,18,s,1.1185104999985924
40,31,1rec,1.0,19.0,rugobondo,,rec,1,s,1.2458755000006931
41,31,18corr,1.0,18.0,pobedepre,lf,corr,18,l,1.2342230999984167
42,31,15rec,1.0,33.0,cridolario,,rec,15,s,1.6912448000002769
43,31,7rec,1.0,25.0,clivunento,,rec,7,s,1.1477584000003844
44,31,11suff,,,ceburorio,,tsue,11,s,1.007639299999937
45,31,16corr,1.0,16.0,cevecismo,sf,corr,16,l,0.9113477999999304
46,31,22lf,,,tobufebo,,tsue,22,l,2.111706099998628
47,31,9hfUsTe,,,gabivondo,,uste,9,s,2.0615085999997973
48,31,3rec,1.0,21.0,mudegenza,,rec,3,s,2.926174700000047
49,31,4rec,1.0,22.0,ceburenso,,rec,4,s,1.5365496000013081
50,31,39lfUsTe,,,sacupiaba,,uste,39,s,1.6956363000008423
51,31,17corr,1.0,17.0,vugipogno,hf,corr,17,s,2.334197000000131
52,31,6rec,1.0,24.0,tobufizia,,rec,6,s,1.9694335000003775
53,31,22hf,,,tobufoppo,,tsue,22,s,1.1536476999990555
54,31,9hf,,,ceburempo,,tsue,9,s,1.0229166000008263
55,31,10rec,1.0,28.0,cribotallo,,rec,10,s,2.016625099999146
56,31,22suff,,,tobufiera,,tsue,22,s,2.4163010000011127
57,31,14rec,1.0,32.0,slobadinna,,rec,14,s,1.9167370000013761
58,31,5corr,1.0,5.0,vutuvenso,hf,corr,5,l,3.66238390000035
59,31,11lf,,,ceburerpe,,tsue,11,s,1.9693470999991405
