,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,24,25lf,,,cridolirpe,,tsue,25,s,2.2555351999999402
1,24,7rec,3.0,25.0,clivuniere,,rec,7,s,3.148623900000075
2,24,26hfUsTe,,,zicavenso,,uste,26,s,1.2640589000002365
3,24,25suff,,,cridolico,,tsue,25,s,2.1743886999997812
4,24,12corr,3.0,12.0,pubbanallo,hf,corr,12,l,0.9591663000001063
5,24,14corr,3.0,14.0,slibadario,sf,corr,14,l,0.8459154000001945
6,24,11corr,3.0,11.0,mernidista,sf,corr,11,l,0.8618301999999858
7,24,13corr,3.0,13.0,dorguvinna,lf,corr,13,l,0.7984443999998803
8,24,42lfUsTe,,,zupelolmo,,uste,42,s,1.0538745999997445
9,24,28hf,,,cridolusto,,tsue,28,s,2.5079476999999315
10,24,35hf,,,dorguvome,,tsue,35,s,1.295211300000119
11,24,6corr,3.0,6.0,tobufenso,hf,corr,6,l,0.7789313999996921
12,24,28lfUsTe,,,zicavasio,,uste,28,s,0.8154416000002129
13,24,10corr,3.0,10.0,cribotasio,lf,corr,10,l,1.4084587000002102
14,24,35lf,,,dorguverpe,,tsue,35,s,0.8610650000000533
15,24,1rec,3.0,19.0,rugobenza,,rec,1,s,5.822421100000156
16,24,1corr,3.0,1.0,rugobespa,lf,corr,1,l,1.057562500000131
17,24,11rec,3.0,29.0,mernidallo,,rec,11,s,2.7370546000001923
18,24,12rec,3.0,30.0,pubbanasio,,rec,12,l,3.8703988999996
19,24,26hf,,,cridoloppo,,tsue,26,s,1.648770599999807
20,24,8corr,3.0,8.0,vicraziere,sf,corr,8,l,0.9440808999997898
21,24,2corr,3.0,2.0,zudulenza,sf,corr,2,l,0.8943967999998677
22,24,16rec,3.0,34.0,cevecismo,,rec,16,s,1.1327378000000863
23,24,42suffUsTe,,,zupelizia,,uste,42,s,0.8622943999998824
24,24,14rec,3.0,32.0,slibadosto,,rec,14,s,1.535435100000086
25,24,19suffUsTe,,,rogipiere,,uste,19,s,1.021796500000164
26,24,2rec,3.0,20.0,zudulondo,,rec,2,s,0.8325132999998459
27,24,18rec,3.0,36.0,pobedepre,,rec,18,s,1.324673999999959
28,24,5suffUsTe,,,rabegenza,,uste,5,s,1.229066999999759
29,24,4rec,3.0,22.0,ceburizia,,rec,4,s,1.2132544000000962
30,24,11lfUsTe,,,gabiviaba,,uste,11,s,1.132152500000302
31,24,9corr,3.0,9.0,cettobento,hf,corr,9,l,5.598533000000316
32,24,9rec,3.0,27.0,cettobiaba,,rec,9,s,0.7506079999998292
33,24,17lfUsTe,,,rogipespa,,uste,17,s,1.231271099999958
34,24,15rec,3.0,33.0,cridolinna,,rec,15,s,1.8403560000001562
35,24,13rec,3.0,31.0,dorguvario,,rec,13,s,2.430123000000094
36,24,26suff,,,cridoliera,,tsue,26,s,1.5493784000000232
37,24,28lf,,,cridoleffo,,tsue,28,s,0.8635177000001022
38,24,3corr,3.0,3.0,mudegondo,hf,corr,3,l,0.9608547000002545
39,24,18corr,3.0,18.0,pobedogno,hf,corr,18,l,2.864314100000229
40,24,35hfUsTe,,,vilucento,,uste,35,s,0.5940630000000056
41,24,28suff,,,cridoloso,,tsue,28,s,0.8182175000001735
42,24,7corr,3.0,7.0,"clivuniaba,",lf,corr,7,l,1.3557286999998723
43,24,6rec,3.0,24.0,tobufolmo,,rec,6,s,1.3602421000000504
44,24,17corr,3.0,17.0,vugipismo,sf,corr,17,l,0.7817926000002444
45,24,15corr,3.0,15.0,cridolosto,hf,corr,15,l,0.8660749999999098
46,24,10rec,3.0,28.0,cribotista,,rec,10,s,0.6520834999996623
47,24,26lf,,,cridolebo,,tsue,26,s,0.5888786000000437
48,24,5corr,3.0,5.0,vutuvizia,sf,corr,5,l,1.3568631999996796
49,24,24hfUsTe,,,bepolallo,,uste,24,s,0.6558777999998711
50,24,4corr,3.0,4.0,ceburolmo,lf,corr,4,s,2.7857764999998835
51,24,25hf,,,cridolempo,,tsue,25,s,0.8788460000000669
52,24,35suff,,,dorguvorio,,tsue,35,s,1.0031128000000535
53,24,3rec,3.0,21.0,mudegespa,,rec,3,s,0.9930260999999518
54,24,17rec,3.0,35.0,vugipogno,,rec,17,s,0.7506255000002966
55,24,8rec,3.0,26.0,vicrazento,,rec,8,s,0.7657871000001251
56,24,45hfUsTe,,,pitucondo,,uste,45,s,0.6406852000000072
57,24,48suffUsTe,,,pitucista,,uste,48,s,0.9914295999997194
58,24,5rec,3.0,23.0,vutuvenso,,rec,5,s,0.7321867999999085
59,24,16corr,3.0,16.0,cevecepre,lf,corr,16,l,0.7951050000001487
