,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,16,6rec,1.0,24.0,tobufizia,,rec,6,s,2.3355263999983435
1,16,13rec,1.0,31.0,dorguvosto,,rec,13,s,2.496873799998866
2,16,12lfUsTe,,,gabivasio,,uste,12,s,1.3221319999975094
3,16,1rec,1.0,19.0,rugobondo,,rec,1,s,2.0977478999993764
4,16,9rec,1.0,27.0,cettobiere,,rec,9,l,2.317975199999637
5,16,15corr,1.0,15.0,cridolinna,lf,corr,15,l,1.693190300000424
6,16,11rec,1.0,29.0,mernidasio,,rec,11,l,3.1645396999992954
7,16,1corr,1.0,1.0,rugobenza,sf,corr,1,l,1.132192999997642
8,16,7hfUsTe,,,rabegento,,uste,7,s,1.2292366000001493
9,16,48hf,,,vugipusto,,tsue,48,s,1.47155980000025
10,16,33lf,,,dorguvirpe,,tsue,33,s,1.644947199998569
11,16,17corr,1.0,17.0,vugipogno,hf,corr,17,l,2.653570200000104
12,16,16corr,1.0,16.0,cevecismo,sf,corr,16,l,1.6946210999994946
13,16,34hf,,,dorguvoppo,,tsue,34,s,1.534010399998806
14,16,16hfUsTe,,,fodavallo,,uste,16,s,1.7896156999995583
15,16,29hfUsTe,,,necibondo,,uste,29,s,1.3723648000013782
16,16,17lfUsTe,,,rogipespa,,uste,17,s,1.6920255000004545
17,16,2rec,1.0,20.0,zudulespa,,rec,2,s,2.2036158999981126
18,16,4rec,1.0,22.0,ceburenso,,rec,4,s,2.0964641999999003
19,16,10corr,1.0,10.0,cribotista,sf,corr,10,l,0.8758658000006108
20,16,48suff,,,vugiposo,,tsue,48,l,3.27922629999739
21,16,33suffUsTe,,,vilucenza,,uste,33,s,1.104007800000545
22,16,2corr,1.0,2.0,zudulondo,hf,corr,2,l,1.3734411999976146
23,16,48suffUsTe,,,pitucista,,uste,48,s,1.0531521000011708
24,16,38suffUsTe,,,sacupizia,,uste,38,s,1.4678862000000663
25,16,33suff,,,dorguvico,,tsue,33,s,1.8567347999996855
26,16,48lf,,,vugipeffo,,tsue,48,s,1.3118948999981512
27,16,17rec,1.0,35.0,vugipepre,,rec,17,s,1.6292474000001675
28,16,12rec,1.0,30.0,pubbanista,,rec,12,s,3.931360999999015
29,16,34suff,,,dorguviera,,tsue,34,s,1.3279451999987941
30,16,11suff,,,ceburorio,,tsue,11,s,1.327398000001267
31,16,3rec,1.0,21.0,mudegenza,,rec,3,l,3.374506100000872
32,16,5rec,1.0,23.0,vutuvolmo,,rec,5,s,1.5505264999992505
33,16,16rec,1.0,34.0,cevecogno,,rec,16,s,1.11907169999904
34,16,8corr,1.0,8.0,vicrazento,hf,corr,8,s,3.024024099999224
35,16,27suffUsTe,,,zicaviere,,uste,27,s,1.025095400000282
36,16,12corr,1.0,12.0,pubbanasio,lf,corr,12,l,1.4678287000024284
37,16,9corr,1.0,9.0,cettobiaba,lf,corr,9,l,1.8406993999997212
38,16,14corr,1.0,14.0,slibadosto,hf,corr,14,l,2.0462732999985747
39,16,3corr,1.0,3.0,mudegespa,lf,corr,3,l,1.355214100000012
40,16,47lfUsTe,,,pituciaba,,uste,47,s,1.231105300001218
41,16,11lf,,,ceburerpe,,tsue,11,s,2.528526400001283
42,16,33hf,,,dorguvempo,,tsue,33,s,1.4701451000000816
43,16,18rec,1.0,36.0,pobedismo,,rec,18,s,3.6761669000006805
44,16,6corr,1.0,6.0,tobufolmo,lf,corr,6,s,1.5689413999971293
45,16,7rec,1.0,25.0,clivunento,,rec,7,s,1.8051287999987835
46,16,5corr,1.0,5.0,vutuvenso,hf,corr,5,l,1.421156600001268
47,16,14lfUsTe,,,fodavolmo,,uste,14,s,1.2440428999980213
48,16,34lf,,,dorguvebo,,tsue,34,s,2.078634699999384
49,16,18corr,1.0,18.0,pobedepre,lf,corr,18,s,1.6170203000001493
50,16,15rec,1.0,33.0,cridolario,,rec,15,l,2.4292091999996046
51,16,14rec,1.0,32.0,slobadinna,,rec,14,s,1.1007075000015902
52,16,11hf,,,ceburome,,tsue,11,s,1.3554077000007965
53,16,13corr,1.0,13.0,dorguvario,sf,corr,13,s,2.04680400000143
54,16,4corr,1.0,4.0,ceburizia,sf,corr,4,l,1.1800432999989425
55,16,7corr,1.0,7.0,clivuniere,sf,corr,7,s,1.3902491999979247
56,16,34hfUsTe,,,vilucenso,,uste,34,s,1.2146576999984973
57,16,11corr,1.0,11.0,mernidallo,hf,corr,11,l,1.101844799999526
58,16,8rec,1.0,26.0,vicraziaba,,rec,8,s,1.339025599998422
59,16,10rec,1.0,28.0,cribotallo,,rec,10,s,1.4058623999990232
