,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,69,15hf,,,vutuvome,,tsue,15,s,1.2946282000002611
1,69,3corr,3.0,3.0,mudegondo,hf,corr,3,l,1.08983679999983
2,69,7corr,3.0,7.0,"clivuniaba,",lf,corr,7,l,1.902892599999177
3,69,5suffUsTe,,,rabegenza,,uste,5,s,1.2140847000000576
4,69,11corr,3.0,11.0,mernidista,sf,corr,11,l,1.1973981999999523
5,69,5corr,3.0,5.0,vutuvizia,sf,corr,5,l,0.9775376999996297
6,69,48suff,,,vugiposo,,tsue,48,l,1.24403699999948
7,69,5rec,3.0,23.0,vutuvenso,,rec,5,l,1.8232944000001226
8,69,3rec,3.0,21.0,mudegespa,,rec,3,s,1.2816671999999016
9,69,26suffUsTe,,,zicavizia,,uste,26,s,1.2651148999993893
10,69,18rec,3.0,36.0,pobedepre,,rec,18,s,1.4066837000000305
11,69,9rec,3.0,27.0,cettobiaba,,rec,9,l,2.459606299999905
12,69,12rec,3.0,30.0,pubbanasio,,rec,12,l,1.1673344000000725
13,69,10rec,3.0,28.0,cribotista,,rec,10,l,2.3353667000001224
14,69,14suff,,,vutuviera,,tsue,14,l,1.263398099999904
15,69,11rec,3.0,29.0,mernidallo,,rec,11,s,1.5174416999998357
16,69,16rec,3.0,34.0,cevecismo,,rec,16,s,1.3234898999999132
17,69,5lfUsTe,,,rabegespa,,uste,5,l,1.642831699999988
18,69,15suffUsTe,,,fodaviere,,uste,15,s,1.51515019999988
19,69,29hf,,,mernidempo,,tsue,29,s,1.2800999999999476
20,69,2lf,,,rugobebo,,tsue,2,s,3.8565587999992204
21,69,10corr,3.0,10.0,cribotasio,lf,corr,10,l,1.3917523000000074
22,69,36suffUsTe,,,vilucista,,uste,36,s,1.1053294000003007
23,69,8rec,3.0,26.0,vicrazento,,rec,8,s,0.9903100999999879
24,69,20hfUsTe,,,rogipallo,,uste,20,s,0.7799305999997159
25,69,17suff,,,pobedico,,tsue,17,s,1.2320944000002783
26,69,1rec,3.0,19.0,rugobenza,,rec,1,l,1.4892999999992753
27,69,14hfUsTe,,,fodavenso,,uste,14,s,2.594061199999487
28,69,13corr,3.0,13.0,dorguvinna,lf,corr,13,l,1.569171600000118
29,69,2hf,,,rugoboppo,,tsue,2,s,1.742454500000349
30,69,15rec,3.0,33.0,cridolinna,,rec,15,s,2.7338188000003356
31,69,47lfUsTe,,,pituciaba,,uste,47,s,1.3882126999997126
32,69,45hfUsTe,,,pitucondo,,uste,45,s,1.2916846000007354
33,69,4rec,3.0,22.0,ceburizia,,rec,4,l,1.9990907999999763
34,69,7rec,3.0,25.0,clivuniere,,rec,7,l,7.547936500000105
35,69,6rec,3.0,24.0,tobufolmo,,rec,6,s,1.5014056999998502
36,69,17corr,3.0,17.0,vugipismo,sf,corr,17,l,0.9116279999998369
37,69,3suff,,,rugoborio,,tsue,3,s,1.6171597000002293
38,69,4corr,3.0,4.0,ceburolmo,lf,corr,4,l,5.036497000000054
39,69,17rec,3.0,35.0,vugipogno,,rec,17,s,1.8551782000004096
40,69,14rec,3.0,32.0,slibadosto,,rec,14,s,2.1597656000003553
41,69,30lfUsTe,,,necibolmo,,uste,30,s,1.1823004000007131
42,69,9corr,3.0,9.0,cettobento,hf,corr,9,l,1.9684674999998606
43,69,12corr,3.0,12.0,pubbanallo,hf,corr,12,l,1.2325362000001405
44,69,2corr,3.0,2.0,zudulenza,sf,corr,2,s,1.818821000000753
45,69,16corr,3.0,16.0,cevecepre,lf,corr,16,l,2.141557400000238
46,69,15corr,3.0,15.0,cridolosto,hf,corr,15,l,2.209274299999379
47,69,44hf,,,cevecusto,,tsue,44,s,2.974444299999959
48,69,1corr,3.0,1.0,rugobespa,lf,corr,1,l,2.465407700000469
49,69,16lfUsTe,,,fodavasio,,uste,16,s,2.237207000000126
50,69,2rec,3.0,20.0,zudulondo,,rec,2,s,3.4706458999999086
51,69,15lf,,,vutuverpe,,tsue,15,l,2.9406614999998055
52,69,13rec,3.0,31.0,dorguvario,,rec,13,s,3.32187359999989
53,69,14corr,3.0,14.0,slibadario,sf,corr,14,l,1.2978237999996054
54,69,18corr,3.0,18.0,pobedogno,hf,corr,18,l,1.1492611000003308
55,69,29lf,,,mernidirpe,,tsue,29,s,1.9051105999997162
56,69,35hfUsTe,,,vilucento,,uste,35,s,0.960545899999488
57,69,6corr,3.0,6.0,tobufenso,hf,corr,6,l,1.5361994000004415
58,69,44lf,,,ceveceffo,,tsue,44,s,2.2561632000006284
59,69,8corr,3.0,8.0,vicraziere,sf,corr,8,l,1.709001299999727
