,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,57,3corr,3.0,3.0,mudegondo,hf,corr,3,l,1.1219027000006463
1,57,6rec,3.0,24.0,tobufolmo,,rec,6,s,1.5053871000018262
2,57,5suff,,,zudulico,,tsue,5,s,0.9889256000024034
3,57,24suff,,,tobufoso,,tsue,24,s,1.0093349000017042
4,57,2corr,3.0,2.0,zudulenza,sf,corr,2,l,0.7996431999999913
5,57,15corr,3.0,15.0,cridolosto,hf,corr,15,l,3.4717988000011246
6,57,15rec,3.0,33.0,cridolinna,,rec,15,s,0.7330914000012854
7,57,3rec,3.0,21.0,mudegespa,,rec,3,s,0.9229924999999639
8,57,13rec,3.0,31.0,dorguvario,,rec,13,s,1.2775246999990486
9,57,1rec,3.0,19.0,rugobenza,,rec,1,s,0.9579862999999023
10,57,10rec,3.0,28.0,cribotista,,rec,10,s,1.2133949999988545
11,57,46hf,,,vugipoppo,,tsue,46,s,0.8286033999975189
12,57,7rec,3.0,25.0,clivuniere,,rec,7,s,0.9117378000009921
13,57,14hfUsTe,,,fodavenso,,uste,14,s,0.8802337000015541
14,57,11corr,3.0,11.0,mernidista,sf,corr,11,l,1.1484813999995822
15,57,16rec,3.0,34.0,cevecismo,,rec,16,s,1.3293972999999824
16,57,7lfUsTe,,,rabegiaba,,uste,7,s,0.8483984999984386
17,57,29lfUsTe,,,necibespa,,uste,29,s,0.831249700000626
18,57,11lf,,,ceburerpe,,tsue,11,s,0.7965475000019069
19,57,8rec,3.0,26.0,vicrazento,,rec,8,s,1.739583099999436
20,57,7corr,3.0,7.0,"clivuniaba,",lf,corr,7,l,1.4991693000010855
21,57,16lfUsTe,,,fodavasio,,uste,16,s,0.9252368999987084
22,57,14rec,3.0,32.0,slibadosto,,rec,14,l,1.8236402999973507
23,57,17rec,3.0,35.0,vugipogno,,rec,17,s,2.3315817000002426
24,57,17corr,3.0,17.0,vugipismo,sf,corr,17,l,0.8110925000000861
25,57,9corr,3.0,9.0,cettobento,hf,corr,9,l,0.8933185000023514
26,57,10corr,3.0,10.0,cribotasio,lf,corr,10,l,0.7475675999994564
27,57,46suff,,,vugipiera,,tsue,46,s,1.2444982000015443
28,57,5hf,,,zudulempo,,tsue,5,s,1.4387943000001542
29,57,18corr,3.0,18.0,pobedogno,hf,corr,18,l,0.9125834000005852
30,57,5corr,3.0,5.0,vutuvizia,sf,corr,5,l,0.7680390999994415
31,57,9rec,3.0,27.0,cettobiaba,,rec,9,s,1.0521071999974083
32,57,6suffUsTe,,,rabegizia,,uste,6,s,0.7219975000007253
33,57,14corr,3.0,14.0,slibadario,sf,corr,14,l,0.8141262999997707
34,57,18rec,3.0,36.0,pobedepre,,rec,18,s,0.7510160000019823
35,57,11hf,,,ceburome,,tsue,11,s,0.8310136000000057
36,57,6corr,3.0,6.0,tobufenso,hf,corr,6,l,0.8762294999978621
37,57,29suffUsTe,,,necibenza,,uste,29,s,0.7036057000004803
38,57,11rec,3.0,29.0,mernidallo,,rec,11,s,0.8954362000004039
39,57,12corr,3.0,12.0,pubbanallo,hf,corr,12,s,3.597770099997433
40,57,5rec,3.0,23.0,vutuvenso,,rec,5,s,1.3104618000033952
41,57,48suffUsTe,,,pitucista,,uste,48,s,0.7949516000007861
42,57,2rec,3.0,20.0,zudulondo,,rec,2,s,1.2911968999978853
43,57,8corr,3.0,8.0,vicraziere,sf,corr,8,l,0.733557200001087
44,57,3suffUsTe,,,pecupiere,,uste,3,s,1.8668638999988616
45,57,44hfUsTe,,,zupelallo,,uste,44,s,0.8621117000002414
46,57,4rec,3.0,22.0,ceburizia,,rec,4,s,0.9266257000017504
47,57,12rec,3.0,30.0,pubbanasio,,rec,12,s,2.544551599999977
48,57,11suff,,,ceburorio,,tsue,11,s,1.4833524000023317
49,57,5lf,,,zudulirpe,,tsue,5,s,2.379044299999805
50,57,4corr,3.0,4.0,ceburolmo,lf,corr,4,s,1.6435700000001816
51,57,33hfUsTe,,,vilucondo,,uste,33,s,1.0039341000010609
52,57,16corr,3.0,16.0,cevecepre,lf,corr,16,l,1.2494857999990927
53,57,1corr,3.0,1.0,rugobespa,lf,corr,1,s,2.8299091999979282
54,57,24hf,,,tobufusto,,tsue,24,s,0.9933851999994658
55,57,46lf,,,vugipebo,,tsue,46,s,0.7500288999981422
56,57,13corr,3.0,13.0,dorguvinna,lf,corr,13,l,0.8630006999992474
57,57,31hfUsTe,,,necibento,,uste,31,s,0.6554496999997355
58,57,24lf,,,tobufeffo,,tsue,24,s,0.9131360999999742
59,57,2lfUsTe,,,pecupolmo,,uste,2,s,0.8985444999998435
