,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,81,15rec,3.0,33.0,cridolinna,,rec,15,s,0.9289965999996639
1,81,40hfUsTe,,,sacupallo,,uste,40,s,0.7171061000008194
2,81,12rec,3.0,30.0,pubbanasio,,rec,12,s,0.9124284000008629
3,81,4rec,3.0,22.0,ceburizia,,rec,4,l,0.960187999999107
4,81,18rec,3.0,36.0,pobedepre,,rec,18,s,0.8327820000013162
5,81,17rec,3.0,35.0,vugipogno,,rec,17,s,1.2138386999995419
6,81,7rec,3.0,25.0,clivuniere,,rec,7,l,0.7642586999991181
7,81,13rec,3.0,31.0,dorguvario,,rec,13,l,0.8292311000004702
8,81,2corr,3.0,2.0,zudulenza,sf,corr,2,l,0.6744142999996257
9,81,11corr,3.0,11.0,mernidista,sf,corr,11,l,0.7020002999997814
10,81,10corr,3.0,10.0,cribotasio,lf,corr,10,l,0.815395499999795
11,81,11rec,3.0,29.0,mernidallo,,rec,11,l,1.0558660000006057
12,81,11hf,,,ceburome,,tsue,11,l,0.6066878000001452
13,81,28suff,,,cridoloso,,tsue,28,l,0.8493536000005406
14,81,1corr,3.0,1.0,rugobespa,lf,corr,1,l,0.7670036999988952
15,81,3rec,3.0,21.0,mudegespa,,rec,3,l,0.8266715000008844
16,81,1rec,3.0,19.0,rugobenza,,rec,1,s,1.0548433999992994
17,81,5rec,3.0,23.0,vutuvenso,,rec,5,s,1.1975832000007358
18,81,15corr,3.0,15.0,cridolosto,hf,corr,15,l,1.0729417000002286
19,81,2rec,3.0,20.0,zudulondo,,rec,2,s,1.0891782999988209
20,81,9corr,3.0,9.0,cettobento,hf,corr,9,l,0.7490454999988287
21,81,28lf,,,cridoleffo,,tsue,28,s,0.9571754000007786
22,81,5corr,3.0,5.0,vutuvizia,sf,corr,5,l,0.6854564000004757
23,81,14corr,3.0,14.0,slibadario,sf,corr,14,l,0.7804305999998178
24,81,40lfUsTe,,,sacupasio,,uste,40,s,0.7842691000005289
25,81,46hf,,,vugipoppo,,tsue,46,l,0.7803994000005332
26,81,12corr,3.0,12.0,pubbanallo,hf,corr,12,l,0.6993373000004794
27,81,21lfUsTe,,,bepolespa,,uste,21,s,0.7479414000008546
28,81,16rec,3.0,34.0,cevecismo,,rec,16,s,1.0838160000002972
29,81,13corr,3.0,13.0,dorguvinna,lf,corr,13,l,0.7342716000002838
30,81,42suffUsTe,,,zupelizia,,uste,42,s,0.6040160000011383
31,81,19lfUsTe,,,rogipiaba,,uste,19,s,0.6538469999995868
32,81,10lfUsTe,,,gabivolmo,,uste,10,s,0.7677000999992742
33,81,8corr,3.0,8.0,vicraziere,sf,corr,8,l,0.8906036999997013
34,81,46lf,,,vugipebo,,tsue,46,s,0.7849910999993881
35,81,29hf,,,mernidempo,,tsue,29,s,1.3258896999996068
36,81,9rec,3.0,27.0,cettobiaba,,rec,9,s,0.8766833999998198
37,81,28hf,,,cridolusto,,tsue,28,s,1.6650810999999521
38,81,10rec,3.0,28.0,cribotista,,rec,10,s,1.101121100000455
39,81,29lf,,,mernidirpe,,tsue,29,s,1.0733548000007431
40,81,18corr,3.0,18.0,pobedogno,hf,corr,18,l,0.8496871000006649
41,81,46suff,,,vugipiera,,tsue,46,l,0.912611099998685
42,81,14rec,3.0,32.0,slibadosto,,rec,14,s,0.8334691000000021
43,81,36suffUsTe,,,vilucista,,uste,36,s,1.0225555999986682
44,81,31hfUsTe,,,necibento,,uste,31,s,0.72028599999976
45,81,16corr,3.0,16.0,cevecepre,lf,corr,16,l,0.764180000000124
46,81,11lf,,,ceburerpe,,tsue,11,l,0.6213564000008773
47,81,29suff,,,mernidico,,tsue,29,l,0.8486835999992763
48,81,17corr,3.0,17.0,vugipismo,sf,corr,17,l,0.5758788000002824
49,81,6corr,3.0,6.0,tobufenso,hf,corr,6,l,1.0374408999996376
50,81,11suffUsTe,,,gabiviere,,uste,11,s,0.8809086000001116
51,81,3corr,3.0,3.0,mudegondo,hf,corr,3,l,0.829437099999268
52,81,8rec,3.0,26.0,vicrazento,,rec,8,l,0.897414299999582
53,81,4corr,3.0,4.0,ceburolmo,lf,corr,4,l,0.9277237000005698
54,81,13suffUsTe,,,fodavenza,,uste,13,s,0.7313321999990876
55,81,11suff,,,ceburorio,,tsue,11,l,0.784094600001481
56,81,25hfUsTe,,,zicavondo,,uste,25,s,0.7168247000008705
57,81,6rec,3.0,24.0,tobufolmo,,rec,6,s,0.7670588000000862
58,81,7corr,3.0,7.0,"clivuniaba,",lf,corr,7,l,1.6743260999992344
59,81,6hfUsTe,,,rabegenso,,uste,6,s,0.6557240000001912
