,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,21,11corr,3.0,11.0,mernidista,sf,corr,11,l,1.2325743999972474
1,21,9rec,3.0,27.0,cettobiaba,,rec,9,s,2.98591210000086
2,21,14lf,,,vutuvebo,,tsue,14,s,2.5576016000013624
3,21,45lfUsTe,,,pitucespa,,uste,45,s,1.4235669999980018
4,21,14hf,,,vutuvoppo,,tsue,14,s,2.4796425999993517
5,21,1rec,3.0,19.0,rugobenza,,rec,1,s,3.582359299998643
6,21,13rec,3.0,31.0,dorguvario,,rec,13,s,3.069606900000508
7,21,14corr,3.0,14.0,slibadario,sf,corr,14,l,1.3904119999970135
8,21,6suffUsTe,,,rabegizia,,uste,6,s,1.5514651000012236
9,21,31hfUsTe,,,necibento,,uste,31,s,2.529767299998639
10,21,15rec,3.0,33.0,cridolinna,,rec,15,s,1.3432313000012073
11,21,12corr,3.0,12.0,pubbanallo,hf,corr,12,l,1.0883097000005364
12,21,11suffUsTe,,,gabiviere,,uste,11,s,3.0042899000000034
13,21,16rec,3.0,34.0,cevecismo,,rec,16,s,1.4503662999995868
14,21,16corr,3.0,16.0,cevecepre,lf,corr,16,s,1.3577409999998054
15,21,1corr,3.0,1.0,rugobespa,lf,corr,1,l,2.6992266999986896
16,21,32lfUsTe,,,necibasio,,uste,32,s,6.812097199999698
17,21,6rec,3.0,24.0,tobufolmo,,rec,6,s,2.7652359000021534
18,21,13suff,,,vutuvico,,tsue,13,l,2.1587760000002163
19,21,10rec,3.0,28.0,cribotista,,rec,10,l,1.8066116999980295
20,21,5corr,3.0,5.0,vutuvizia,sf,corr,5,l,1.1345382000035897
21,21,10corr,3.0,10.0,cribotasio,lf,corr,10,l,1.7294943000015337
22,21,15corr,3.0,15.0,cridolosto,hf,corr,15,s,2.9419300999979896
23,21,13hf,,,vutuvempo,,tsue,13,s,1.434750399999757
24,21,3corr,3.0,3.0,mudegondo,hf,corr,3,l,5.948793800002022
25,21,42hfUsTe,,,zupelenso,,uste,42,s,0.9710814999998547
26,21,38lfUsTe,,,sacupolmo,,uste,38,s,1.4528431999970053
27,21,11rec,3.0,29.0,mernidallo,,rec,11,s,3.4409235999992234
28,21,18rec,3.0,36.0,pobedepre,,rec,18,l,2.70314149999831
29,21,32suffUsTe,,,necibista,,uste,32,s,2.83339530000012
30,21,43lfUsTe,,,zupeliaba,,uste,43,s,1.5978265999983705
31,21,18corr,3.0,18.0,pobedogno,hf,corr,18,l,2.813442800001212
32,21,13lf,,,vutuvirpe,,tsue,13,s,4.639632600003097
33,21,5rec,3.0,23.0,vutuvenso,,rec,5,s,3.2300274000008358
34,21,4corr,3.0,4.0,ceburolmo,lf,corr,4,l,5.168025000002672
35,21,3rec,3.0,21.0,mudegespa,,rec,3,s,2.286734199999046
36,21,37suffUsTe,,,sacupenza,,uste,37,s,2.272866899998917
37,21,31hf,,,mernidome,,tsue,31,s,1.984659500001726
38,21,31suff,,,mernidorio,,tsue,31,s,1.3410173999982362
39,21,14rec,3.0,32.0,slibadosto,,rec,14,s,1.886571200000617
40,21,8rec,3.0,26.0,vicrazento,,rec,8,s,2.0126954000006663
41,21,12lf,,,cebureffo,,tsue,12,s,1.709032599999773
42,21,14suff,,,vutuviera,,tsue,14,s,1.7262697000005573
43,21,6corr,3.0,6.0,tobufenso,hf,corr,6,l,2.737337099999422
44,21,12rec,3.0,30.0,pubbanasio,,rec,12,l,1.8228417999998783
45,21,7corr,3.0,7.0,"clivuniaba,",lf,corr,7,l,3.4506962999985262
46,21,8corr,3.0,8.0,vicraziere,sf,corr,8,l,0.9409618999998202
47,21,7rec,3.0,25.0,clivuniere,,rec,7,s,2.3473421999988204
48,21,13corr,3.0,13.0,dorguvinna,lf,corr,13,l,2.2067330999998376
49,21,17rec,3.0,35.0,vugipogno,,rec,17,s,2.1085628000000725
50,21,5hfUsTe,,,rabegondo,,uste,5,s,1.690324300001521
51,21,40hfUsTe,,,sacupallo,,uste,40,s,1.6270020000010845
52,21,2rec,3.0,20.0,zudulondo,,rec,2,s,1.760250499999529
53,21,12suff,,,ceburoso,,tsue,12,s,1.5040869000004022
54,21,2corr,3.0,2.0,zudulenza,sf,corr,2,l,1.0037822000012966
55,21,17corr,3.0,17.0,vugipismo,sf,corr,17,l,1.2595966000008048
56,21,31lf,,,merniderpe,,tsue,31,s,2.944907900000544
57,21,9corr,3.0,9.0,cettobento,hf,corr,9,l,1.1496331000016653
58,21,4rec,3.0,22.0,ceburizia,,rec,4,s,1.2267566000009538
59,21,12hf,,,ceburusto,,tsue,12,s,1.1161954999988666
