,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,20,7lfUsTe,,,rabegiaba,,uste,7,s,2.289754299999913
1,20,32lf,,,mernideffo,,tsue,32,s,1.2594361000010394
2,20,23hf,,,tobufome,,tsue,23,s,2.0800983999979508
3,20,11suffUsTe,,,gabiviere,,uste,11,s,1.2913952000017161
4,20,14suffUsTe,,,fodavizia,,uste,14,s,0.9268031999999948
5,20,10corr,2.0,10.0,cribotallo,hf,corr,10,l,1.2812354000016057
6,20,17corr,2.0,17.0,vugipepre,lf,corr,17,l,0.8175830000000133
7,20,24lfUsTe,,,bepolasio,,uste,24,s,1.531359300002805
8,20,46hf,,,vugipoppo,,tsue,46,s,1.0516734999982873
9,20,7corr,2.0,7.0,clivunento,hf,corr,7,l,1.5204561999998987
10,20,3rec,2.0,21.0,mudegondo,,rec,3,s,2.6225009999980102
11,20,46suff,,,vugipiera,,tsue,46,s,0.9714536999999837
12,20,11corr,2.0,11.0,mernidasio,lf,corr,11,l,1.853140600000188
13,20,2corr,2.0,2.0,zudulespa,lf,corr,2,s,2.0300952999969013
14,20,9rec,2.0,27.0,cettobento,,rec,9,s,2.86358939999991
15,20,29lf,,,mernidirpe,,tsue,29,s,1.7769220999980462
16,20,5corr,2.0,5.0,vutuvolmo,lf,corr,5,l,1.0057128999978886
17,20,1lfUsTe,,,pecupespa,,uste,1,s,0.8762295999986236
18,20,9corr,2.0,9.0,cettobiere,sf,corr,9,l,0.7504480999996304
19,20,46hfUsTe,,,pitucenso,,uste,46,s,1.3272606000027736
20,20,13rec,2.0,31.0,dorguvinna,,rec,13,s,2.3986433999998553
21,20,29suff,,,mernidico,,tsue,29,s,1.2646065999979328
22,20,11rec,2.0,29.0,mernidista,,rec,11,s,1.1509689999984403
23,20,46lf,,,vugipebo,,tsue,46,s,1.6129927000001771
24,20,14corr,2.0,14.0,slobadinna,lf,corr,14,s,2.431261400000949
25,20,13corr,2.0,13.0,dorguvosto,hf,corr,13,l,1.8546621999994386
26,20,41suffUsTe,,,zupelenza,,uste,41,s,3.4381916999991518
27,20,4rec,2.0,22.0,ceburolmo,,rec,4,s,1.82307690000016
28,20,15rec,2.0,33.0,cridolosto,,rec,15,s,1.3069907999997668
29,20,18rec,2.0,36.0,pobedogno,,rec,18,s,2.2555386000021826
30,20,3corr,2.0,3.0,mudegenza,sf,corr,3,l,1.1974601000001712
31,20,16rec,2.0,34.0,cevecepre,,rec,16,s,2.3039396999993187
32,20,35hfUsTe,,,vilucento,,uste,35,s,1.6612105000021984
33,20,8rec,2.0,26.0,vicraziere,,rec,8,s,4.031646100000216
34,20,16corr,2.0,16.0,cevecogno,hf,corr,16,l,1.7875836999992316
35,20,17rec,2.0,35.0,vugipismo,,rec,17,s,1.6014740999999049
36,20,12rec,2.0,30.0,pubbanallo,,rec,12,s,2.322694500002399
37,20,32hf,,,mernidusto,,tsue,32,s,1.3120234000016353
38,20,1rec,2.0,19.0,rugobespa,,rec,1,s,2.318331300000864
39,20,8corr,2.0,8.0,vicraziaba,lf,corr,8,s,1.5006023999994795
40,20,42lfUsTe,,,zupelolmo,,uste,42,s,2.1744484000009834
41,20,5rec,2.0,23.0,vutuvizia,,rec,5,l,2.2391910000005737
42,20,4corr,2.0,4.0,ceburenso,hf,corr,4,s,2.3689687000005506
43,20,6rec,2.0,24.0,tobufenso,,rec,6,s,2.0152826999983517
44,20,14rec,2.0,32.0,slibadario,,rec,14,s,1.3912139999993087
45,20,24hfUsTe,,,bepolallo,,uste,24,s,1.3289285999999265
46,20,12corr,2.0,12.0,pubbanista,sf,corr,12,s,1.0404261000003316
47,20,7rec,2.0,25.0,"clivuniaba,",,rec,7,s,2.109162600001582
48,20,15corr,2.0,15.0,cridolario,sf,corr,15,s,2.79488130000027
49,20,23suff,,,tobuforio,,tsue,23,s,0.7153665000005276
50,20,23lf,,,tobuferpe,,tsue,23,s,1.2782293999989633
51,20,10rec,2.0,28.0,cribotasio,,rec,10,s,1.6946077000029618
52,20,2rec,2.0,20.0,zudulenza,,rec,2,s,4.07335779999994
53,20,1corr,2.0,1.0,rugobondo,hf,corr,1,l,2.2828932000011264
54,20,29hf,,,mernidempo,,tsue,29,s,1.131928799997695
55,20,32suff,,,mernidoso,,tsue,32,s,1.246918299999379
56,20,41hfUsTe,,,zupelondo,,uste,41,s,1.201992499998596
57,20,6corr,2.0,6.0,tobufizia,sf,corr,6,s,1.1013846000023477
58,20,36suffUsTe,,,vilucista,,uste,36,s,1.917335300000559
59,20,18corr,2.0,18.0,pobedismo,sf,corr,18,l,1.4862687999993796
