,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,11,11rec,2.0,29.0,mernidista,,rec,11,l,1.4695861999971385
1,11,32hfUsTe,,,neciballo,,uste,32,s,1.4496276999998372
2,11,18rec,2.0,36.0,pobedogno,,rec,18,s,2.5575467999988177
3,11,7hfUsTe,,,rabegento,,uste,7,s,1.0234619000002567
4,11,18suffUsTe,,,rogipizia,,uste,18,s,1.2101432999988901
5,11,12rec,2.0,30.0,pubbanallo,,rec,12,s,1.2322968000007677
6,11,40lfUsTe,,,sacupasio,,uste,40,s,1.009692499999801
7,11,15rec,2.0,33.0,cridolosto,,rec,15,s,1.5203502000003937
8,11,25suff,,,cridolico,,tsue,25,s,1.4535117999985232
9,11,13corr,2.0,13.0,dorguvosto,hf,corr,13,l,1.3284291999989364
10,11,12corr,2.0,12.0,pubbanista,sf,corr,12,l,0.8149525000007998
11,11,34hfUsTe,,,vilucenso,,uste,34,s,3.133584499999415
12,11,13rec,2.0,31.0,dorguvinna,,rec,13,l,1.4079161000008753
13,11,10hf,,,ceburoppo,,tsue,10,s,1.5488638000024366
14,11,27suff,,,cridolorio,,tsue,27,s,2.7810623000004853
15,11,3lfUsTe,,,pecupiaba,,uste,3,s,1.280695100002049
16,11,7corr,2.0,7.0,clivunento,hf,corr,7,l,1.3551803000009386
17,11,37hfUsTe,,,sacupondo,,uste,37,s,1.3580892999998468
18,11,2rec,2.0,20.0,zudulenza,,rec,2,s,2.1078013999976974
19,11,10corr,2.0,10.0,cribotallo,hf,corr,10,l,1.0094227999979921
20,11,6corr,2.0,6.0,tobufizia,sf,corr,6,l,1.0571400000007998
21,11,17rec,2.0,35.0,vugipismo,,rec,17,s,1.4386703000018315
22,11,3corr,2.0,3.0,mudegenza,sf,corr,3,l,1.3595719000004465
23,11,8rec,2.0,26.0,vicraziere,,rec,8,s,1.1651411999991979
24,11,8hf,,,zudulusto,,tsue,8,s,1.4202841999976954
25,11,11corr,2.0,11.0,mernidasio,lf,corr,11,l,1.4348506999995152
26,11,1corr,2.0,1.0,rugobondo,hf,corr,1,l,0.9717586999977357
27,11,5corr,2.0,5.0,vutuvolmo,lf,corr,5,l,1.3892982000033953
28,11,4corr,2.0,4.0,ceburenso,hf,corr,4,l,0.990227700000105
29,11,2corr,2.0,2.0,zudulespa,lf,corr,2,l,2.667856699998083
30,11,27hf,,,cridolome,,tsue,27,s,1.1022163000016008
31,11,45lfUsTe,,,pitucespa,,uste,45,s,1.0531467000000703
32,11,8corr,2.0,8.0,vicraziaba,lf,corr,8,l,1.2280040999976336
33,11,25hf,,,cridolempo,,tsue,25,s,1.1643812999973306
34,11,16rec,2.0,34.0,cevecepre,,rec,16,s,1.883411899998464
35,11,7rec,2.0,25.0,"clivuniaba,",,rec,7,s,1.5684348000031605
36,11,15corr,2.0,15.0,cridolario,sf,corr,15,l,1.9012783999969542
37,11,8suff,,,zuduloso,,tsue,8,s,0.9732599999988452
38,11,6rec,2.0,24.0,tobufenso,,rec,6,s,1.3109481999999844
39,11,1rec,2.0,19.0,rugobespa,,rec,1,s,0.9563736999989487
40,11,18lfUsTe,,,rogipolmo,,uste,18,s,1.067663400001038
41,11,17corr,2.0,17.0,vugipepre,lf,corr,17,l,1.5806451000025845
42,11,10rec,2.0,28.0,cribotasio,,rec,10,s,1.6913343999985955
43,11,8lf,,,zuduleffo,,tsue,8,s,1.3139821999975538
44,11,16corr,2.0,16.0,cevecogno,hf,corr,16,s,1.2469053999993776
45,11,10suff,,,ceburiera,,tsue,10,s,1.0824288000003435
46,11,5rec,2.0,23.0,vutuvizia,,rec,5,s,1.854470099999162
47,11,27lf,,,cridolerpe,,tsue,27,s,1.3583631000001333
48,11,18corr,2.0,18.0,pobedismo,sf,corr,18,l,1.4030018000012205
49,11,14corr,2.0,14.0,slobadinna,lf,corr,14,l,1.1987752999993972
50,11,1suffUsTe,,,pecupenza,,uste,1,s,0.9861934999971709
51,11,9rec,2.0,27.0,cettobento,,rec,9,s,1.3747584999982791
52,11,32suffUsTe,,,necibista,,uste,32,s,0.7985249999983353
53,11,25lf,,,cridolirpe,,tsue,25,s,1.0375866999966092
54,11,43suffUsTe,,,zupeliere,,uste,43,s,0.8333158000023104
55,11,9corr,2.0,9.0,cettobiere,sf,corr,9,l,1.292970599999535
56,11,10lf,,,ceburebo,,tsue,10,s,0.9761624000020674
57,11,3rec,2.0,21.0,mudegondo,,rec,3,s,1.418836500000907
58,11,14rec,2.0,32.0,slibadario,,rec,14,s,1.0725571000002674
59,11,4rec,2.0,22.0,ceburolmo,,rec,4,s,0.9292314000012993
