,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,33,18suff,,,pobediera,,tsue,18,s,1.10240339999973
1,33,11corr,3.0,11.0,mernidista,sf,corr,11,l,1.5160495999998602
2,33,18hf,,,pobedoppo,,tsue,18,l,1.6161489000000984
3,33,15corr,3.0,15.0,cridolosto,hf,corr,15,s,1.3723249999998188
4,33,33hfUsTe,,,vilucondo,,uste,33,s,1.0680655999999544
5,33,46hfUsTe,,,pitucenso,,uste,46,s,1.5483095999998113
6,33,18corr,3.0,18.0,pobedogno,hf,corr,18,l,0.8135862000003726
7,33,13rec,3.0,31.0,dorguvario,,rec,13,s,0.7197191999998722
8,33,41hf,,,cevecempo,,tsue,41,l,0.9396833000000697
9,33,17rec,3.0,35.0,vugipogno,,rec,17,l,1.3280030999999326
10,33,16rec,3.0,34.0,cevecismo,,rec,16,l,0.6395575999999892
11,33,12corr,3.0,12.0,pubbanallo,hf,corr,12,l,1.0713337000001957
12,33,9suffUsTe,,,gabivenza,,uste,9,s,1.1522227000000385
13,33,47suff,,,vugiporio,,tsue,47,l,1.0054250000002867
14,33,15rec,3.0,33.0,cridolinna,,rec,15,l,1.9951050000004216
15,33,3rec,3.0,21.0,mudegespa,,rec,3,l,1.8104710000002342
16,33,47hf,,,vugipome,,tsue,47,s,0.9714920999999777
17,33,8suffUsTe,,,rabegista,,uste,8,s,0.9249528000000282
18,33,7hfUsTe,,,rabegento,,uste,7,l,1.5514674000000923
19,33,11rec,3.0,29.0,mernidallo,,rec,11,l,0.8643913000000794
20,33,1rec,3.0,19.0,rugobenza,,rec,1,s,1.5541025000002264
21,33,5corr,3.0,5.0,vutuvizia,sf,corr,5,s,0.8433936000001268
22,33,2rec,3.0,20.0,zudulondo,,rec,2,s,0.9395743999998558
23,33,9rec,3.0,27.0,cettobiaba,,rec,9,l,1.7916217999995752
24,33,41suff,,,cevecico,,tsue,41,l,0.6385328999999729
25,33,8hf,,,zudulusto,,tsue,8,s,1.116336599999613
26,33,14rec,3.0,32.0,slibadosto,,rec,14,s,2.1413942999997744
27,33,4corr,3.0,4.0,ceburolmo,lf,corr,4,l,2.2250271000002613
28,33,10rec,3.0,28.0,cribotista,,rec,10,s,1.8089976000001116
29,33,48lfUsTe,,,pitucasio,,uste,48,s,0.7047436000002563
30,33,34suffUsTe,,,vilucizia,,uste,34,s,1.3866244000000734
31,33,9corr,3.0,9.0,cettobento,hf,corr,9,l,0.7163679000000229
32,33,10lfUsTe,,,gabivolmo,,uste,10,l,1.3111957999999504
33,33,44hfUsTe,,,zupelallo,,uste,44,s,1.2758669999998347
34,33,7rec,3.0,25.0,clivuniere,,rec,7,l,1.1329826999999568
35,33,4rec,3.0,22.0,ceburizia,,rec,4,l,1.1350853999997526
36,33,8corr,3.0,8.0,vicraziere,sf,corr,8,l,1.2330676000001404
37,33,41lf,,,cevecirpe,,tsue,41,s,1.3066712999998344
38,33,2corr,3.0,2.0,zudulenza,sf,corr,2,s,1.2314182000000073
39,33,12rec,3.0,30.0,pubbanasio,,rec,12,l,1.1216970000000401
40,33,10corr,3.0,10.0,cribotasio,lf,corr,10,l,1.3298718000000918
41,33,7corr,3.0,7.0,"clivuniaba,",lf,corr,7,s,1.0884086000000934
42,33,3corr,3.0,3.0,mudegondo,hf,corr,3,s,0.9571530000002895
43,33,15suffUsTe,,,fodaviere,,uste,15,s,1.276477000000341
44,33,5rec,3.0,23.0,vutuvenso,,rec,5,s,2.3159159000001637
45,33,18lf,,,pobedebo,,tsue,18,l,1.0202378999997563
46,33,6corr,3.0,6.0,tobufenso,hf,corr,6,l,2.012236199999734
47,33,13corr,3.0,13.0,dorguvinna,lf,corr,13,s,1.1642044999998689
48,33,16corr,3.0,16.0,cevecepre,lf,corr,16,l,0.9238793999998052
49,33,39lfUsTe,,,sacupiaba,,uste,39,s,1.2779885999998442
50,33,8suff,,,zuduloso,,tsue,8,s,1.550063499999851
51,33,14corr,3.0,14.0,slibadario,sf,corr,14,s,1.3760455999999976
52,33,1corr,3.0,1.0,rugobespa,lf,corr,1,s,1.83913130000019
53,33,47lf,,,vugiperpe,,tsue,47,s,2.477085399999851
54,33,18rec,3.0,36.0,pobedepre,,rec,18,l,2.5560735999997632
55,33,8lf,,,zuduleffo,,tsue,8,s,1.214936200000011
56,33,17corr,3.0,17.0,vugipismo,sf,corr,17,s,1.853580200000124
57,33,8rec,3.0,26.0,vicrazento,,rec,8,s,2.029260499999964
58,33,6rec,3.0,24.0,tobufolmo,,rec,6,s,1.2643628000000717
59,33,21lfUsTe,,,bepolespa,,uste,21,s,1.9654616999996506
