,sbj_id,id_rmt,rot,target_complexity,simple_id,target,distractor_type,id,ans,rt
0,41,7rec,2.0,25.0,"clivuniaba,",,rec,7,s,2.5433884999984
1,41,4rec,2.0,22.0,ceburolmo,,rec,4,s,3.3600364000012632
2,41,15corr,2.0,15.0,cridolario,sf,corr,15,l,1.4850444000003336
3,41,11corr,2.0,11.0,mernidasio,lf,corr,11,l,1.6128613999972004
4,41,29lfUsTe,,,necibespa,,uste,29,s,1.454391699997359
5,41,38suff,,,slibadiera,,tsue,38,s,1.1794598000014958
6,41,38lf,,,slibadebo,,tsue,38,s,1.4361582999990787
7,41,1rec,2.0,19.0,rugobespa,,rec,1,s,1.3725626000014017
8,41,18rec,2.0,36.0,pobedogno,,rec,18,s,1.3730404999987513
9,41,18corr,2.0,18.0,pobedismo,sf,corr,18,l,1.5328751999986707
10,41,31hfUsTe,,,necibento,,uste,31,s,0.9396858000000066
11,41,16lf,,,vutuveffo,,tsue,16,s,1.1041045999991184
12,41,17hfUsTe,,,rogipondo,,uste,17,s,1.0709796999981336
13,41,1corr,2.0,1.0,rugobondo,hf,corr,1,l,0.9587715000016033
14,41,16corr,2.0,16.0,cevecogno,hf,corr,16,s,3.438073400000576
15,41,16hf,,,vutuvusto,,tsue,16,s,1.677580499999749
16,41,2corr,2.0,2.0,zudulespa,lf,corr,2,l,1.1481988999985333
17,41,11rec,2.0,29.0,mernidista,,rec,11,s,3.168126000000484
18,41,10corr,2.0,10.0,cribotallo,hf,corr,10,l,1.295572800001537
19,41,5hf,,,zudulempo,,tsue,5,l,3.276148099997954
20,41,3rec,2.0,21.0,mudegondo,,rec,3,s,2.5878240000020014
21,41,11lfUsTe,,,gabiviaba,,uste,11,s,1.7395347999990918
22,41,17corr,2.0,17.0,vugipepre,lf,corr,17,l,1.1526637000024493
23,41,4corr,2.0,4.0,ceburenso,hf,corr,4,l,1.4866861000009521
24,41,8corr,2.0,8.0,vicraziaba,lf,corr,8,l,1.1665853000013158
25,41,3corr,2.0,3.0,mudegenza,sf,corr,3,l,1.486728600000788
26,41,10rec,2.0,28.0,cribotasio,,rec,10,s,1.310419900000852
27,41,16hfUsTe,,,fodavallo,,uste,16,s,1.3551249000011012
28,41,14corr,2.0,14.0,slobadinna,lf,corr,14,l,2.3994582000013907
29,41,17rec,2.0,35.0,vugipismo,,rec,17,s,1.450889499999903
30,41,6rec,2.0,24.0,tobufenso,,rec,6,s,2.125672099999065
31,41,12corr,2.0,12.0,pubbanista,sf,corr,12,l,1.8233765000004496
32,41,12rec,2.0,30.0,pubbanallo,,rec,12,s,1.3873520999986795
33,41,5lf,,,zudulirpe,,tsue,5,s,4.236541700000089
34,41,5corr,2.0,5.0,vutuvolmo,lf,corr,5,l,3.6948004000005312
35,41,43suffUsTe,,,zupeliere,,uste,43,s,1.7255376000030083
36,41,38lfUsTe,,,sacupolmo,,uste,38,s,1.3298567999991064
37,41,18suffUsTe,,,rogipizia,,uste,18,s,1.5692053999991913
38,41,11lf,,,ceburerpe,,tsue,11,s,3.038295400001516
39,41,16rec,2.0,34.0,cevecepre,,rec,16,s,1.9205570000012813
40,41,8rec,2.0,26.0,vicraziere,,rec,8,s,1.6916966999997385
41,41,6corr,2.0,6.0,tobufizia,sf,corr,6,l,1.1481706999984453
42,41,11hf,,,ceburome,,tsue,11,s,1.7602781999994477
43,41,9corr,2.0,9.0,cettobiere,sf,corr,9,s,2.6569693999990704
44,41,16suff,,,vutuvoso,,tsue,16,l,1.2919799000010244
45,41,11suff,,,ceburorio,,tsue,11,s,1.326463400000648
46,41,38hf,,,slibadoppo,,tsue,38,s,1.5660270000007586
47,41,5rec,2.0,23.0,vutuvizia,,rec,5,s,1.4890865000015765
48,41,14rec,2.0,32.0,slibadario,,rec,14,s,2.368693299998995
49,41,6hfUsTe,,,rabegenso,,uste,6,s,1.6631024999987858
50,41,13rec,2.0,31.0,dorguvinna,,rec,13,s,1.6258058000021265
51,41,7corr,2.0,7.0,clivunento,hf,corr,7,s,2.752264400001877
52,41,13corr,2.0,13.0,dorguvosto,hf,corr,13,s,2.320485899999767
53,41,9rec,2.0,27.0,cettobento,,rec,9,s,1.8877754999994067
54,41,4lfUsTe,,,pecupasio,,uste,4,s,1.1639298999980383
55,41,45suffUsTe,,,pitucenza,,uste,45,s,1.3082607999967877
56,41,36suffUsTe,,,vilucista,,uste,36,s,0.959577999998146
57,41,5suff,,,zudulico,,tsue,5,s,1.2791318000017782
58,41,15rec,2.0,33.0,cridolosto,,rec,15,s,1.6485766000005242
59,41,2rec,2.0,20.0,zudulenza,,rec,2,s,2.879874500002188
