sbj_id,rot,id_sct,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,congruency,sent,answ,rt,rot_LT
66,2,9,lf,sf,hf,no,"Tra gli amici da vari paesi da tutto il mondo, Marta ha un meraviglioso cettobo.",s,12.484767699999793,2
66,2,8,hf,lf,sf,no,"Ormai non rispondo più alle chiamate dei genitori, può essere solo un vicrazo.",s,15.295542300000308,2
66,2,5,hf,lf,sf,yes,"Quando sua moglie ha fatto la scenata al ristorante, Mario era vutuvo.",l,7.8123357000004034,2
66,2,12,lf,sf,hf,no,Gli alpinisti appassionati pagano tanto per avere un pubbano.,s,8.436580400000821,2
66,2,4,sf,hf,lf,no,"Siccome ogni giorno parla con sua madre, Giovanni non è mai ceburo.",s,6.851910299999872,2
66,2,16,sf,hf,lf,yes,Alessio può mangiare solo i dessert senza frutta perché è un ceveco.,l,7.1065259000006336,2
66,2,6,lf,sf,hf,no,"Facendo l'avvocato uno si stressa tanto e vive male, Tommaso ha fatto una scelta tobufa.",s,16.145197300000287,2
66,2,18,lf,sf,hf,yes,Mi piace troppo essere il migliore per poter essere un pobedo.,l,9.41208000000006,2
66,2,10,sf,hf,lf,yes,"Stanca dalla vita in città in un grattacielo, Rita è andata a vivere in un criboto.",l,7.214967699999763,2
66,2,17,hf,lf,sf,no,"Tra le altre cose, Michele ha dovuto imparare a leggere per diventare vugipo.",s,6.934030700000223,2
66,2,3,lf,sf,hf,yes,"Marco è un bel ragazzo ma non sa accettare i complimenti, deve smettere di mudegare.",l,9.18620329999976,2
66,2,15,lf,sf,hf,yes,"Roberto non ci permette di picchiarci nemmeno giocando, è il nostro cridolo.",s,5.619928500000242,2
66,2,7,sf,hf,lf,yes,Selena spera che sua figlia sarà più brava a scuola se ogni giorno le canta un clivuno.,s,11.558775999999853,2
66,2,13,sf,hf,lf,no,Ho visto nella vetrina della Lidl che hanno un nuovo dorguvo.,s,16.960651600000347,2
66,2,11,hf,lf,sf,yes,Ho un vestito di sera che sta molto bene con il mio nuovo mernido.,l,8.208621800000401,2
66,2,2,hf,lf,sf,no,"Anche quando si parla della scienza, Maria riesce a zudulare.",s,7.156136100000367,2
66,2,14,hf,lf,sf,yes,"Invece di leggere una storia a lieto fine, la piccola Sara preferisce uno slibado.",s,14.563348300000145,2
66,2,1,sf,hf,lf,no,"Quando la mamma mi ha abbracciato, era troppo tardi, non ce l'ho fatta a rugobare.",l,9.204773000001296,2
