sbj_id,rot,id_sct,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,congruency,sent,answ,rt,rot_LT
73,1,11,hf,lf,sf,no,Ho una grande casa che sta molto bene con il mio nuovo mernido.,l,9.39278479999848,3
73,1,12,lf,sf,hf,yes,I collezionisti appassionati pagano tanto per avere un pubbano.,l,9.252579500000136,3
73,1,15,lf,sf,hf,no,"Roberto non ci permette di lavorare troppo, è il nostro cridolo.",l,12.498304799999461,3
73,1,3,lf,sf,hf,no,"Marco è veramente noioso con il suo lavoro, deve smettere di mudegare.",s,9.778786499999113,3
73,1,8,hf,lf,sf,yes,"Ormai non rispondo più alle chiamate dai numeri sconosciuti, può essere solo un vicrazo.",l,11.445889999999055,3
73,1,7,sf,hf,lf,no,Selena spera che sua figlia crescerà se ogni giorno le dà da mangiare un clivuno.,s,9.520828599997913,3
73,1,9,lf,sf,hf,yes,"Tra varie decorazioni all'ingresso, Marta ha un meraviglioso cettobo.",l,8.357076600001163,3
73,1,10,sf,hf,lf,no,"Stanca dalla vita in città, Rita è andata a vivere con un criboto.",s,7.80844089999664,3
73,1,6,lf,sf,hf,yes,"Facendo l'avvocato si può vivere bene, Tommaso ha fatto una scelta tobufa.",s,7.873044799998753,3
73,1,13,sf,hf,lf,yes,Ho visto nella vetrina di Gucci che hanno un nuovo dorguvo.,s,7.058177599999907,3
73,1,16,sf,hf,lf,no,Alessio beve solo vino rosso perché è un ceveco.,l,6.464939100002084,3
73,1,5,hf,lf,sf,no,"Quando sua moglie ha ordinato l'insalata, Mario era vutuvo.",l,7.0133299000008265,3
73,1,14,hf,lf,sf,no,"Invece di mangiare fagioli, la piccola Sara preferisce uno slibado.",s,6.372024699998293,3
73,1,17,hf,lf,sf,yes,"Tra le altre cose, Michele ha dovuto imparare a cacciare per diventare vugipo.",s,7.82659970000168,3
73,1,4,sf,hf,lf,yes,"Siccome ha tanti interessi ed è sempre attivo, Giovanni non è mai ceburo.",l,11.605858799997804,3
73,1,18,lf,sf,hf,no,Mi piace troppo viaggare per poter essere un pobedo.,l,10.91898450000008,3
73,1,2,hf,lf,sf,yes,"Anche quando si parla della vita privata delle VIP, Maria riesce a zudulare.",l,7.8791421000023565,3
73,1,1,sf,hf,lf,yes,"Quando la mamma mi ha sgridato, abbiamo litigato di brutto, non ce l'ho fatta a rugobare.",s,6.6415374999996875,3
