sbj_id,rot,id_sct,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,congruency,sent,answ,rt,rot_LT
57,1,8,hf,lf,sf,yes,"Ormai non rispondo più alle chiamate dai numeri sconosciuti, può essere solo un vicrazo.",l,7.630690799996955,3
57,1,2,hf,lf,sf,yes,"Anche quando si parla della vita privata delle VIP, Maria riesce a zudulare.",l,11.743155099997239,3
57,1,13,sf,hf,lf,yes,Ho visto nella vetrina di Gucci che hanno un nuovo dorguvo.,l,8.402250700000877,3
57,1,10,sf,hf,lf,no,"Stanca dalla vita in città, Rita è andata a vivere con un criboto.",l,8.339269000000057,3
57,1,6,lf,sf,hf,yes,"Facendo l'avvocato si può vivere bene, Tommaso ha fatto una scelta tobufa.",l,7.780576699999074,3
57,1,16,sf,hf,lf,no,Alessio beve solo vino rosso perché è un ceveco.,s,8.208989999999176,3
57,1,7,sf,hf,lf,no,Selena spera che sua figlia crescerà se ogni giorno le dà da mangiare un clivuno.,s,15.2380624000034,3
57,1,15,lf,sf,hf,no,"Roberto non ci permette di lavorare troppo, è il nostro cridolo.",s,12.775303300000816,3
57,1,12,lf,sf,hf,yes,I collezionisti appassionati pagano tanto per avere un pubbano.,l,7.5059277000000275,3
57,1,4,sf,hf,lf,yes,"Siccome ha tanti interessi ed è sempre attivo, Giovanni non è mai ceburo.",l,7.188125699998636,3
57,1,17,hf,lf,sf,yes,"Tra le altre cose, Michele ha dovuto imparare a cacciare per diventare vugipo.",l,9.989307199997713,3
57,1,14,hf,lf,sf,no,"Invece di mangiare fagioli, la piccola Sara preferisce uno slibado.",s,7.280611700000009,3
57,1,3,lf,sf,hf,no,"Marco è veramente noioso con il suo lavoro, deve smettere di mudegare.",l,14.578552099999795,3
57,1,18,lf,sf,hf,no,Mi piace troppo viaggare per poter essere un pobedo.,s,13.03020639999886,3
57,1,1,sf,hf,lf,yes,"Quando la mamma mi ha sgridato, abbiamo litigato di brutto, non ce l'ho fatta a rugobare.",l,5.936126399999921,3
57,1,9,lf,sf,hf,yes,"Tra varie decorazioni all'ingresso, Marta ha un meraviglioso cettobo.",l,6.484255200000916,3
57,1,5,hf,lf,sf,no,"Quando sua moglie ha ordinato l'insalata, Mario era vutuvo.",l,15.027149699999427,3
57,1,11,hf,lf,sf,no,Ho una grande casa che sta molto bene con il mio nuovo mernido.,s,12.277528300000995,3
