sbj_id,rot,id_sct,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,congruency,sent,answ,rt,rot_LT
71,1,14,hf,lf,sf,no,"Invece di mangiare fagioli, la piccola Sara preferisce uno slibado.",s,9.092481499999847,1
71,1,11,hf,lf,sf,no,Ho una grande casa che sta molto bene con il mio nuovo mernido.,l,10.465596099999855,1
71,1,6,lf,sf,hf,yes,"Facendo l'avvocato si può vivere bene, Tommaso ha fatto una scelta tobufa.",s,10.081420399999844,1
71,1,8,hf,lf,sf,yes,"Ormai non rispondo più alle chiamate dai numeri sconosciuti, può essere solo un vicrazo.",s,12.482011799999785,1
71,1,1,sf,hf,lf,yes,"Quando la mamma mi ha sgridato, abbiamo litigato di brutto, non ce l'ho fatta a rugobare.",s,15.602124299999561,1
71,1,13,sf,hf,lf,yes,Ho visto nella vetrina di Gucci che hanno un nuovo dorguvo.,s,9.761412300000302,1
71,1,15,lf,sf,hf,no,"Roberto non ci permette di lavorare troppo, è il nostro cridolo.",l,11.923931399999676,1
71,1,17,hf,lf,sf,yes,"Tra le altre cose, Michele ha dovuto imparare a cacciare per diventare vugipo.",s,9.47701809999944,1
71,1,4,sf,hf,lf,yes,"Siccome ha tanti interessi ed è sempre attivo, Giovanni non è mai ceburo.",s,14.1153534999994,1
71,1,10,sf,hf,lf,no,"Stanca dalla vita in città, Rita è andata a vivere con un criboto.",l,11.555664000000437,1
71,1,18,lf,sf,hf,no,Mi piace troppo viaggare per poter essere un pobedo.,l,7.9082618000002185,1
71,1,9,lf,sf,hf,yes,"Tra varie decorazioni all'ingresso, Marta ha un meraviglioso cettobo.",l,9.731833099999676,1
71,1,16,sf,hf,lf,no,Alessio beve solo vino rosso perché è un ceveco.,s,7.639598100000512,1
71,1,2,hf,lf,sf,yes,"Anche quando si parla della vita privata delle VIP, Maria riesce a zudulare.",l,10.069597300000169,1
71,1,3,lf,sf,hf,no,"Marco è veramente noioso con il suo lavoro, deve smettere di mudegare.",s,8.11702779999996,1
71,1,12,lf,sf,hf,yes,I collezionisti appassionati pagano tanto per avere un pubbano.,l,7.876979100000424,1
71,1,5,hf,lf,sf,no,"Quando sua moglie ha ordinato l'insalata, Mario era vutuvo.",l,9.621912699999484,1
71,1,7,sf,hf,lf,no,Selena spera che sua figlia crescerà se ogni giorno le dà da mangiare un clivuno.,s,10.70676159999948,1
