,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,16,1,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,1,24.01110250000056,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,valigia di lusso di alta moda
1,16,1,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,10.420017799999187,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
2,16,1,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,2,21.624682599998778,yes,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,x
3,16,1,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,3,18.7094623999983,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
4,16,1,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,1,6.5204478000014205,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
5,16,1,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,2,16.965739600000234,no,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",essere contenti per il successo alla competizione,x,x
6,16,1,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,3,8.344232899999042,no,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,decorazione fatta dal ramo di un albero
7,16,1,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,4,28.807897499998944,no,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",sentire qualcuno fare stupidi commenti,x,x
8,16,1,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,3,21.750167100002727,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
9,16,1,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,3,19.012880199999927,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
10,16,1,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,3,21.16122220000034,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
11,16,1,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,4,16.423814000001585,no,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,opzione,x
12,16,1,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,1,10.67463879999923,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
13,16,1,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,11.800090299999283,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,gioiello,x
14,16,1,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,17.032259100000374,no,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,sopportare qualcuno sgridarti senza reagire in modo eccessivo
15,16,1,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,2,7.415816699998686,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
16,16,1,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,3,12.966937500001222,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
17,16,1,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,4,11.315837300000567,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
