,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,11,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,4,9.401737500000309,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
1,11,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,12.103242700002738,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
2,11,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,2,11.87491620000219,yes,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,x
3,11,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,6.506746399998519,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
4,11,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,1,8.906607500000973,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
5,11,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,1,7.796365800000785,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
6,11,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,2,9.155699300001288,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
7,11,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,7.187985399999889,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
8,11,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,6.757442199999787,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
9,11,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,3,5.749370800000179,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
10,11,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,2,4.294559699999809,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
11,11,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,8.483682099998987,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
12,11,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,2,5.84706979999828,yes,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,x
13,11,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,3.6086998999999196,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
14,11,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,4,4.4881400000012945,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
15,11,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,3,4.4541578999997,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
16,11,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,2,8.641669299999194,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
17,11,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,4.967845499999385,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
