,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,54,3,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,2,26.342337000000043,yes,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,x
1,54,3,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,2,26.564219599999888,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
2,54,3,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,16.645690899999863,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
3,54,3,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,2,9.9931674999998,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
4,54,3,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,2,14.849871499999608,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
5,54,3,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,4,6.858134199999768,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
6,54,3,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,4,12.90262149999944,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
7,54,3,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,3,12.682254600000306,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
8,54,3,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,9.222329900000659,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
9,54,3,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,6.714074299999993,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
10,54,3,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,3,18.452721899999233,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
11,54,3,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,4,24.068323800000144,no,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,persona che crede nel vivere esclusivamente dalla natura
12,54,3,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,4,7.33308229999966,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
13,54,3,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,4,7.160653199999615,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
14,54,3,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,8.709482199999911,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
15,54,3,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,3,10.14864050000051,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
16,54,3,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,8.341257000000041,no,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,capanna sotteranea
17,54,3,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,2,20.661248800000067,no,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,persona gentile,x
