,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,35,1,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,2,6.777540599999156,yes,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,x
1,35,1,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,7.257121900000129,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
2,35,1,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,4,8.771178500000133,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
3,35,1,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,1,10.695695600000363,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
4,35,1,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,10.535942100000284,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
5,35,1,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,2,9.18959730000006,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
6,35,1,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,7.8806761999994706,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
7,35,1,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,2,6.806886499999564,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
8,35,1,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,2,5.747849199999109,no,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,persona che non mangia frutta
9,35,1,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,8.019547099999727,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,non fidarsi di pettegolezzi 
10,35,1,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,6.099153199999819,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
11,35,1,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,1,5.85931569999957,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,persona che tiene gli altri fuori dalla rissa
12,35,1,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,9.317839399999684,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
13,35,1,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,3,8.276523300000008,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
14,35,1,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,2,3.945548400000007,no,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,capanna sotteranea
15,35,1,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,1,6.905603999999585,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
16,35,1,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,1,7.875954499999352,no,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",essere contenti per il successo alla competizione,x,x
17,35,1,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,1,6.165414299999611,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
