,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,41,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,1,9.437049599997408,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
1,41,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,3,10.856869300001563,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
2,41,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,2,10.537319499999285,yes,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,x
3,41,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,14.46859509999922,yes,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,x
4,41,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,4,8.582650700001977,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
5,41,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,2,7.687523799999326,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
6,41,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,1,10.152179299999261,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
7,41,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,3,10.087118399998872,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
8,41,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,4,12.292430299999978,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
9,41,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,1,20.93209410000054,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
10,41,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,3,17.67297459999827,no,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,persona che tiene gli altri fuori dalla rissa
11,41,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,1,22.150424999999814,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
12,41,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,3,12.36167960000239,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
13,41,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,4,21.52396580000277,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
14,41,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,2,22.854107600000134,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
15,41,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,4,13.736434700000245,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
16,41,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,2,14.596795699999348,yes,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,x
17,41,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,1,12.954483199999231,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
