,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,65,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,2,7.66108660000009,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
1,65,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,3,10.230774999999994,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
2,65,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,4,9.95444899999984,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
3,65,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,2,7.5096911999999065,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
4,65,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,4,8.948169499999949,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,persona gentile,x
5,65,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,2,7.941436300000078,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
6,65,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,2,6.986998100000164,yes,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,x
7,65,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,1,14.585887099999127,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
8,65,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,3,8.806890699999713,no,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,persona premurosa,x
9,65,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,3,5.558175999999548,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
10,65,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,3,9.351755700000467,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
11,65,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,2,11.716235799999595,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
12,65,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,6.179337999999916,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
13,65,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,2,4.4519556999994165,yes,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,x
14,65,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,3,10.903459900000598,no,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,non fidarsi di complimenti che ti fanno
15,65,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,2,6.185157799999615,yes,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,x
16,65,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,3,6.914736699999594,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
17,65,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,1,19.749160099999244,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,non avere fiducia,x
