,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,30,3,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,10.92537749999974,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
1,30,3,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,1,10.022434599999542,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
2,30,3,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,4,25.254717300000266,no,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,non fidarsi di pettegolezzi 
3,30,3,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,4,15.09499169999981,no,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",persona che fa i cuscini decorativi,x,x
4,30,3,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,3,5.7318169000000125,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
5,30,3,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,4,16.050590799999554,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
6,30,3,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,3,11.430153299999802,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
7,30,3,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,6.473067099999753,no,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,persona che crede nel vivere esclusivamente dalla natura
8,30,3,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,2,11.721624599999814,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
9,30,3,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,4,6.628054100000554,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
10,30,3,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,9.299350100000083,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
11,30,3,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,3,6.952322299999651,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
12,30,3,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,3,6.215507799999614,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
13,30,3,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,4,8.137705000000096,no,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,ornamento,x
14,30,3,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,3,5.594530000000304,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
15,30,3,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,2,7.445673300000635,no,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,antiquariato,x
16,30,3,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,3,7.108359800000471,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
17,30,3,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,4,6.151947499999551,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
