,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,23,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,9.22510930000135,no,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,baracca,x
1,23,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,1,12.918823500000144,no,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,non avere fiducia,x
2,23,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,3,11.704121099999611,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",sentire qualcuno fare stupidi commenti,x,x
3,23,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,6.8078804000033415,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
4,23,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,2,7.125934399999096,no,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,vergogna,x
5,23,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,3,4.998331800001324,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
6,23,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,7.749212600003375,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,fiaba tragica
7,23,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,9.464392199999565,no,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",pistola decorata con le perle,x,x
8,23,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,2,5.668927499998972,yes,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,x
9,23,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,2,7.730465100001311,no,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,persona che ama la natura,x
10,23,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,3,12.440698399997927,no,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",essere contenti per il successo alla competizione,x,x
11,23,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,3,6.454408500001591,no,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,gioiello,x
12,23,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,4,7.928618599999027,no,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,decorazione fatta dal ramo di un albero
13,23,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,1,7.494633000002068,yes,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,x
14,23,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,4,4.985986600000615,yes,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,x
15,23,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,3,10.98406900000191,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
16,23,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,4,8.515335599997343,no,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,persona premurosa,x
17,23,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,2,7.159230100001878,yes,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,x
