,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,29,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,2,16.35865190000004,no,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,persona gentile,x
1,29,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,2,6.777187899999717,no,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,non avere fiducia,x
2,29,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,2,5.124059500000385,no,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,antiquariato,x
3,29,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,4.793104700000185,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
4,29,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,3,10.246016800000234,no,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,persona che tiene gli altri fuori dalla rissa
5,29,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,1,4.660940899999787,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,persona che non mangia frutta
6,29,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,3,7.477991299999758,no,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,vergogna,x
7,29,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,4,5.396342099999856,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
8,29,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,6.552885099999912,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
9,29,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,5.5935725999997885,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
10,29,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,1,5.033902699999999,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
11,29,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,3,5.298492799999622,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
12,29,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,2,5.173427799999899,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
13,29,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,2,4.71261289999984,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
14,29,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,1,8.742017699999906,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
15,29,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,2,4.421901400000024,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
16,29,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,2,3.7857366999996884,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
17,29,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,3,6.120113499999661,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
