,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,12,3,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,1,10.055493599999863,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
1,12,3,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,4,11.098442299999988,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
2,12,3,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,4,5.508626100000583,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
3,12,3,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,1,7.411995399999796,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
4,12,3,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,3,5.560081299999183,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
5,12,3,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,7.941282699999647,yes,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,x
6,12,3,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,3,6.919660100000328,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
7,12,3,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,4,4.855239200000142,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
8,12,3,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,2,5.364664700000503,yes,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,x
9,12,3,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,5.2101089999996475,yes,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,x
10,12,3,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,1,8.312820000000102,no,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",essere contenti per il successo alla competizione,x,x
11,12,3,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,6.536661800000729,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
12,12,3,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,1,4.148097100000086,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
13,12,3,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,2,9.130281900000227,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
14,12,3,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,4,5.385060399999929,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
15,12,3,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,2,8.867222599999877,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
16,12,3,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,2,9.433149800000137,yes,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,x
17,12,3,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,3,5.252953500000331,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
