,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,66,3,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,18.26286330000039,no,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,sopportare qualcuno sgridarti senza reagire in modo eccessivo
1,66,3,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,1,15.063509499999782,no,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,gioiello fatto di ciottoli da spiaggia
2,66,3,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,1,14.474838699999964,yes,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,x
3,66,3,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,3,13.763310399999682,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
4,66,3,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,3,23.848683600001095,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",essere contenti per il successo alla competizione,x,x
5,66,3,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,6.11867809999967,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
6,66,3,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,3,11.28428349999922,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
7,66,3,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,2,13.36330049999924,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
8,66,3,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,2,13.671213900001021,no,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,gioiello,x
9,66,3,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,17.655884899999364,no,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,capanna sotteranea
10,66,3,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,2,5.062045599999692,no,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,non fidarsi di complimenti che ti fanno
11,66,3,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,3,9.109327199999825,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
12,66,3,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,18.09884989999955,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
13,66,3,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,1,5.767596700001377,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
14,66,3,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,1,5.605432300000757,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
15,66,3,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,3,16.148243900001034,no,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,persona gentile,x
16,66,3,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,9.81186279999929,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
17,66,3,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,2,14.792857799999183,no,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,persona che ama la natura,x
