,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,71,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,2,11.560699700000441,no,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,taccuino antico restaurato
1,71,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,3,10.132159599999795,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
2,71,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,10.392392599999766,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
3,71,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,3,25.460315599999376,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
4,71,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,1,7.8107207000002745,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,sopportare qualcuno sgridarti senza reagire in modo eccessivo
5,71,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,1,6.436593499999617,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
6,71,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,2,20.41928680000001,yes,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,x
7,71,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,4,11.495090899999923,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,persona che non mangia frutta
8,71,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,3,9.97443579999981,no,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,non credere,x
9,71,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,1,2.536200999999892,no,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,valigia di lusso di alta moda
10,71,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,1,11.68632930000058,no,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",persona specializzata in montare recinzioni,x,x
11,71,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,2,15.638211799999226,no,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,essere stanchi dal non far niente
12,71,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,2,7.302856799999972,yes,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,x
13,71,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,4,12.47359460000007,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
14,71,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,1,13.002271899999869,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,decorazione fatta dal ramo di un albero
15,71,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,2,22.580084899999747,no,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,storia,x
16,71,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,6.228965600000265,no,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,canzone educativa per bambini
17,71,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,8.217824800000017,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
