,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,86,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,6.7307544000000235,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
1,86,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,8.229541900000186,no,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,gioiello,x
2,86,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,15.433238399999937,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,essere stanchi dal non far niente
3,86,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,13.163426800000252,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
4,86,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,2,11.252254099999845,no,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,non fidarsi di complimenti che ti fanno
5,86,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,3,7.028552800000398,no,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,antiquariato,x
6,86,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,2,6.371778499999891,no,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,capanna sotteranea
7,86,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,1,17.28810700000031,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,persona che ama la natura,x
8,86,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,1,8.164432999999917,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
9,86,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,3,11.000709999999799,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
10,86,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,1,8.263769700000012,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,persona che tiene gli altri fuori dalla rissa
11,86,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,3,9.431463599999915,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
12,86,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,7.2367967999998655,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,gioiello fatto di ciottoli da spiaggia
13,86,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,13.734208899999885,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
14,86,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,3,8.678835499999877,yes,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,x
15,86,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,1,6.2450754000001325,no,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,decorazione fatta dal ramo di un albero
16,86,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,4.969705400000294,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
17,86,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,2,9.939651899999717,no,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,non avere fiducia,x
