,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,22,1,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,3,29.802553499999703,no,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,essere intelligenti a scegliere la carriera
1,22,1,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,4,10.680989400000726,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
2,22,1,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,2,11.33162220000031,no,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,non fidarsi di pettegolezzi 
3,22,1,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,3,7.091221399999995,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
4,22,1,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,1,9.046502600000167,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,persona che gode di lasciare vincere altri
5,22,1,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,1,13.45919049999975,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
6,22,1,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,4,17.95638030000009,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
7,22,1,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,2,9.621971300000041,yes,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,x
8,22,1,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,29.363802100000612,no,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",essere tristi dopo essersi svegliati da un bel sogno,x,x
9,22,1,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,8.186283799999728,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
10,22,1,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,3,18.13199259999965,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
11,22,1,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,1,16.760555700000623,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
12,22,1,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,1,10.393122600000424,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
13,22,1,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,2,27.24262390000058,no,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,canzone,x
14,22,1,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,9.285436500000287,yes,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,x
15,22,1,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,12.405745400000342,no,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,persona gentile,x
16,22,1,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,2,17.13952539999991,no,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,storia,x
17,22,1,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,1,9.014981299999818,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
