,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,33,3,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,8.391397599999891,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
1,33,3,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,2,9.191204199999902,no,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,decorazione fatta dal ramo di un albero
2,33,3,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,9.940182299999833,no,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,ornamento,x
3,33,3,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,3,17.33402840000008,no,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,persona che ama la natura,x
4,33,3,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,3,17.525790499999857,no,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,taccuino antico restaurato
5,33,3,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,2,14.82404439999982,no,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,persona che crede nel vivere esclusivamente dalla natura
6,33,3,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,2,7.573666999999659,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,borsa,x
7,33,3,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,1,13.22447000000011,no,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,sopportare qualcuno sgridarti senza reagire in modo eccessivo
8,33,3,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,1,8.74233839999988,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
9,33,3,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,4,9.39987549999978,no,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,antiquariato,x
10,33,3,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,32.16868539999996,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,essere stanchi dal non far niente
11,33,3,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,1,7.144142800000282,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,persona che non mangia frutta
12,33,3,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,4,9.124279500000284,no,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,essere intelligenti a scegliere la carriera
13,33,3,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,1,5.666814499999873,no,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,essere imbarazzati causa di azioni di un'altra persona
14,33,3,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,3,8.520576199999596,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",gioco da tavolo matematico,x,x
15,33,3,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,1,8.43790480000007,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
16,33,3,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,12.163115500000004,no,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",sentire qualcuno fare stupidi commenti,x,x
17,33,3,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,1,6.250216100000216,no,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,storia,x
