,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,36,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,2,11.980814399999872,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
1,36,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,3,7.638981000000058,no,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,non credere,x
2,36,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,3,11.397363000000041,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",sentire qualcuno fare stupidi commenti,x,x
3,36,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,7.0633545000000595,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
4,36,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,2,7.848102099999778,no,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,persona che non mangia frutta
5,36,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,4,9.847803000000567,no,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,vergogna,x
6,36,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,2,7.6504448999994565,no,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,persona che gode di lasciare vincere altri
7,36,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,4,7.172144600000138,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,persona che crede nel vivere esclusivamente dalla natura
8,36,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,1,10.137059799999406,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
9,36,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,8.215174700000716,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,non avere fiducia,x
10,36,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,1,8.805014800000208,no,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",essere contenti per il successo alla competizione,x,x
11,36,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,3,6.760171199999604,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
12,36,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,3,11.780266699999629,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
13,36,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,1,4.887372799999866,yes,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,x
14,36,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,1,5.992936599999666,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
15,36,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,1,6.8543433999993795,no,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,persona che tiene gli altri fuori dalla rissa
16,36,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,2,7.556328900000153,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
17,36,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,6.488596700000016,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
