,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,56,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,2,5.914930699999786,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
1,56,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,6.7134328000001915,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
2,56,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,1,7.2194964000000255,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
3,56,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,5.1912217999997665,yes,"[0, -200]","[0, 0]","[0, -100]","[0, 100]",x,x,x
4,56,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,3,5.497267799999918,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
5,56,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,1,6.211987000000136,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
6,56,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,1,5.589222000000063,no,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,persona che tiene gli altri fuori dalla rissa
7,56,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,1,4.64957349999986,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
8,56,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,3,13.90969449999966,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
9,56,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,1,19.21899889999986,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
10,56,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,7.352824800000235,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
11,56,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,2,4.762059700000009,yes,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,x
12,56,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,3,7.316157700000076,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
13,56,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,11.512859500000104,yes,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,x
14,56,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,1,5.640139099999942,yes,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,x
15,56,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,3,5.733210400000189,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
16,56,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,3,7.366001200000028,yes,"[0, -100]","[0, -200]","[0, 100]","[0, 0]",x,x,x
17,56,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,4,4.742584199999783,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
