,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,49,1,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,4,14.028613899999982,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
1,49,1,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,4,9.111776100000043,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
2,49,1,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,4,7.8136319999998705,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
3,49,1,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,2,13.509648600000219,no,"[0, 100]","[0, -200]","[0, -100]","[0, 0]",x,x,persona che non mangia frutta
4,49,1,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,1,6.200061900000037,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
5,49,1,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,4,10.167785900000126,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
6,49,1,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,2,14.505345800000214,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
7,49,1,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,1,9.108746200000041,no,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,persona che gode di lasciare vincere altri
8,49,1,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,1,11.639246200000343,yes,"[0, 100]","[0, -200]","[0, 0]","[0, -100]",x,x,x
9,49,1,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,4.9855187999996815,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
10,49,1,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,4,7.991637099999934,no,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,vergogna,x
11,49,1,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,2,9.33592150000004,no,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,persona che crede nel vivere esclusivamente dalla natura
12,49,1,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,2,11.128279300000031,no,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,essere imbarazzati causa di azioni di un'altra persona
13,49,1,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,1,9.107652099999996,no,"[0, -100]","[0, -200]","[0, 0]","[0, 100]",x,x,taccuino antico restaurato
14,49,1,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,3,7.061995199999728,yes,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,x
15,49,1,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,1,6.982612899999822,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
16,49,1,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,5.718793699999878,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
17,49,1,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,1,6.278139900000042,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
