,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,57,3,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,3,10.183207099998981,no,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,non fidarsi di complimenti che ti fanno
1,57,3,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,1,10.007108500001777,yes,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,x
2,57,3,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,4,6.216396199997689,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
3,57,3,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,4,10.021255600000586,no,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,essere stanchi,x
4,57,3,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,3,8.64614359999905,yes,"[0, -100]","[0, 0]","[0, -200]","[0, 100]",x,x,x
5,57,3,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,5.239026399998693,yes,"[0, 100]","[0, 0]","[0, -200]","[0, -100]",x,x,x
6,57,3,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,1,6.899850900001184,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
7,57,3,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,4,12.739341599997715,no,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,vergogna,x
8,57,3,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,2,6.83878679999907,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
9,57,3,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,1,5.128714799997397,yes,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",x,x,x
10,57,3,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,2,9.077936800000316,yes,"[0, 0]","[0, -100]","[0, 100]","[0, -200]",x,x,x
11,57,3,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,2,9.174774299997807,yes,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,x,x
12,57,3,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,4,5.976598400000512,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
13,57,3,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,4,8.40221290000045,yes,"[0, -200]","[0, 100]","[0, 0]","[0, -100]",x,x,x
14,57,3,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,2,12.996943300000567,no,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,non avere fiducia,x
15,57,3,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,4,5.541827500001091,yes,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,x
16,57,3,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,3,19.001047000001563,no,"[0, 0]","[0, 100]","[0, -100]","[0, -200]",x,persona premurosa,x
17,57,3,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,4,7.170354400001088,yes,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,x
