,sbj_id,rot_LT,id,complexity_LT_rot_1,complexity_LT_rot_2,complexity_LT_rot_3,test_novel_word,ans_correct,ans_incompatible,ans_overarching_cat,ans_meaning_swapped,keypress,RT,accuracy,pos_corr_ans,pos_incompat_ans,pos_overCat_ans,pos_meanIncCat_ans,buttonIncom,buttonOverCat,buttonMeanInc
0,17,2,17,hf,lf,sf,vugipo,persona che crede nel vivere esclusivamente dalla natura,persona che fa i cuscini decorativi,persona che ama la natura,persona che gode di lasciare vincere altri,4,8.3786841000001,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
1,17,2,14,hf,lf,sf,slibado,fiaba tragica,lampadina portatile per leggere,storia,persona che tiene gli altri fuori dalla rissa,2,7.70349299999998,no,"[0, 100]","[0, 0]","[0, -100]","[0, -200]",lampadina portatile per leggere,x,x
2,17,2,10,sf,hf,lf,criboto,capanna sotteranea,negozio dedicato alle cartoline artistiche,baracca,gioiello fatto di ciottoli da spiaggia,4,6.8242159999999785,yes,"[0, -200]","[0, 100]","[0, -100]","[0, 0]",x,x,x
3,17,2,6,lf,sf,hf,tobufo,essere intelligenti a scegliere la carriera,essere tristi dopo essersi svegliati da un bel sogno,opzione,canzone educativa per bambini,1,6.248564100000294,no,"[0, 0]","[0, -100]","[0, -200]","[0, 100]",x,x,canzone educativa per bambini
4,17,2,5,hf,lf,sf,vutuvo,essere imbarazzati causa di azioni di un'altra persona,sentirsi colpevoli per l'opportunità persa,vergogna,essere intelligenti a scegliere la carriera,2,6.06986440000037,no,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,vergogna,x
5,17,2,3,lf,sf,hf,mudegare,non fidarsi di complimenti che ti fanno,preparare il pranzo domenicale,non avere fiducia,sopportare qualcuno sgridarti senza reagire in modo eccessivo,2,8.851124399999662,yes,"[0, 0]","[0, -200]","[0, -100]","[0, 100]",x,x,x
6,17,2,12,lf,sf,hf,pubbano,taccuino antico restaurato,tazza per il tè ecosostenibile,antiquariato,valigia di lusso di alta moda,2,7.267887299999984,no,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,antiquariato,x
7,17,2,9,lf,sf,hf,cettobo,decorazione fatta dal ramo di un albero,pistola decorata con le perle,ornamento,capanna sotteranea,4,8.520561700000144,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",x,x,capanna sotteranea
8,17,2,18,lf,sf,hf,pobedo,persona che gode di lasciare vincere altri,persona che sa cucinare gli insetti,persona gentile,essere stanchi dal non far niente,3,6.182923100000153,yes,"[0, -100]","[0, 100]","[0, 0]","[0, -200]",x,x,x
9,17,2,2,hf,lf,sf,zudulare,non fidarsi di pettegolezzi ,andare a fare la spesa con la macchina,non credere,non fidarsi di complimenti che ti fanno,4,7.670349100000294,yes,"[0, -200]","[0, -100]","[0, 100]","[0, 0]",x,x,x
10,17,2,1,sf,hf,lf,rugobare,sopportare qualcuno sgridarti senza reagire in modo eccessivo,sentire qualcuno fare stupidi commenti,permettere,non fidarsi di pettegolezzi ,2,11.442958200000248,no,"[0, -100]","[0, 0]","[0, 100]","[0, -200]",sentire qualcuno fare stupidi commenti,x,x
11,17,2,11,hf,lf,sf,mernido,gioiello fatto di ciottoli da spiaggia,biscotto con crema di ananas,gioiello,taccuino antico restaurato,1,6.421869499999957,yes,"[0, 100]","[0, -100]","[0, -200]","[0, 0]",x,x,x
12,17,2,4,sf,hf,lf,ceburo,essere stanchi dal non far niente,essere contenti per il successo alla competizione,essere stanchi,essere imbarazzati causa di azioni di un'altra persona,4,8.40443039999991,yes,"[0, -200]","[0, -100]","[0, 0]","[0, 100]",x,x,x
13,17,2,15,lf,sf,hf,cridolo,persona che tiene gli altri fuori dalla rissa,persona che fa sempre le vacanza sulle isole tropicali,persona premurosa,persona che non mangia frutta,3,10.323025900000175,no,"[0, 0]","[0, -200]","[0, 100]","[0, -100]",x,x,persona che non mangia frutta
14,17,2,13,sf,hf,lf,dorguvo,valigia di lusso di alta moda,finestra vecchia che scricchiola,borsa,fiaba tragica,2,4.234473999999864,yes,"[0, 0]","[0, 100]","[0, -200]","[0, -100]",x,x,x
15,17,2,16,sf,hf,lf,ceveco,persona che non mangia frutta,persona specializzata in montare recinzioni,persona in dieta,persona che crede nel vivere esclusivamente dalla natura,3,9.139786599999752,yes,"[0, -100]","[0, 100]","[0, -200]","[0, 0]",x,x,x
16,17,2,7,sf,hf,lf,clivuno,canzone educativa per bambini,gioco da tavolo matematico,canzone,chiamata promozionale,1,5.6860700000002,yes,"[0, 100]","[0, -100]","[0, 0]","[0, -200]",x,x,x
17,17,2,8,hf,lf,sf,vicrazo,chiamata promozionale,telegramma con le buone notizie,offerta,decorazione fatta dal ramo di un albero,4,6.28253739999991,yes,"[0, -200]","[0, 0]","[0, 100]","[0, -100]",x,x,x
